"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.endothelial","log2fold_change","Auc"
"2125","PIP5K1B","hurdle",0.0225656413289903,4.558753,7.213347,2.654594,0.653
"1427","KLF11","hurdle",0.000333378964124456,3.458689,6.880196,3.421507,0.653
"602","COL18A1","hurdle",0.000491215972282993,1.684014,5.748193,4.064179,0.653
"198","AXIN2","hurdle",0.00762385734134213,2.798383,5.287251,2.488868,0.653
"3203","WDR76","hurdle",0.00575798011405304,1.926716,4.251719,2.325003,0.652
"2461","RPS3A","hurdle",0.0885900542301865,3.643421,4.399171,0.75575,0.652
"2325","RASSF3","hurdle",0.0236460577062542,3.238729,5.581954,2.343225,0.652
"2139","PLCB4","hurdle",0.0118275111971176,5.139744,6.880808,1.741064,0.652
"930","FAM118A","hurdle",0.0149442727016566,3.624123,5.195741,1.571618,0.652
"304","C17orf76-AS1","hurdle",0.0223373158271594,6.012408,6.705978,0.69357,0.652
"2430","RPL36AL","hurdle",0.0576425971435312,5.18878,6.36807,1.17929,0.651
"2347","RCAN1","hurdle",0.00918869576256079,5.278195,7.698357,2.420162,0.651
"1663","LTBP1","hurdle",0.000384932698506765,4.072818,7.098559,3.025741,0.651
"1161","GRASP","hurdle",0.000505742892767122,0.4197933,2.3923174,1.9725241,0.651
"27","ACTN4","hurdle",0.020196926573633,2.315927,3.50462,1.188693,0.651
"1890","NEDD9","hurdle",0.000760598305990226,5.30447,7.263504,1.959034,0.65
"1666","LUM","hurdle",0.000306787930620674,2.764333,7.545351,4.781018,0.65
"1315","IL4R","hurdle",0.000483448961658187,2.638839,3.797013,1.158174,0.65
"655","CSF1","hurdle",0.0113793084846259,2.943444,4.375039,1.431595,0.65
"3059","TRIM5","hurdle",0.000256332818962099,2.443507,5.305606,2.862099,0.649
"2695","SNHG12","hurdle",0.0146640183525586,4.026132,6.159871,2.133739,0.649
"2689","SNAI2","hurdle",4.23635360570053e-05,1.236709,5.988685,4.751976,0.649
"2437","RPL8","hurdle",0.0744453244185043,6.195741,6.979568,0.783827,0.649
"2354","RELB","hurdle",3.52884947714182e-05,-0.6791611,3.4854268,4.1645879,0.649
"1859","MYLIP","hurdle",0.0469303304700934,5.255429,6.190812,0.935383,0.649
"1668","LUZP1","hurdle",0.0128070873630294,6.074556,6.683696,0.60914,0.649
"1302","IGFBP4","hurdle",5.20094028396283e-05,-0.4837945,5.6610655,6.14486,0.649
"1258","HSPB1","hurdle",0.0622174794466053,2.715438,3.439623,0.724185,0.649
"129","APOD","hurdle",0.0415972262255382,7.303247,9.973913,2.670666,0.649
"3170","VCL","hurdle",0.00705471057485875,5.528347,7.647818,2.119471,0.648
"2906","TBX18","hurdle",7.46733724894472e-07,-3.119111,5.665336,8.784447,0.648
"2417","RPL26","hurdle",0.0918394762591063,4.588248,5.281698,0.693449999999999,0.648
"2104","PHLDB2","hurdle",0.000191945945651625,2.798383,7.469235,4.670852,0.648
"673","CTNNA1","hurdle",0.0799078043678301,7.097018,8.001408,0.904389999999999,0.648
"187","ATP5EP2","hurdle",0.0640709689528723,2.568996,3.087463,0.518467,0.648
"1271","ICAM2","hurdle",1.00933310273218e-07,-2.155031,5.73064,7.885671,0.647
"1252","HSP90AA4P","hurdle",0.0391205727721614,2.669968,3.412782,0.742814,0.647
"1023","FLNA","hurdle",0.00396106640801211,0.5181075,6.5038257,5.9857182,0.647
"3156","USP53","hurdle",0.0308778587243591,5.46283,6.189825,0.726995,0.646
"205","B4GALT1","hurdle",0.00128275350026801,4.298465,7.341185,3.04272,0.646
"3032","TNFSF10","hurdle",3.6097869190874e-07,-1.930907,4.830357,6.761264,0.645
"2932","TES","hurdle",1.28057930429159e-07,-2.941324,5.726559,8.667883,0.645
"2627","SLC2A14","hurdle",0.000133185831798919,-1.5341487,-0.6214884,0.9126603,0.645
"1884","NDUFA4L2","hurdle",6.60630971642143e-06,-2.255433,4.820179,7.075612,0.645
"1112","GIMAP6","hurdle",2.9635101494778e-07,-2.983759,5.636625,8.620384,0.645
"3036","TOB1","hurdle",0.0837649346147923,8.758871,9.60585,0.846979000000001,0.644
"1371","JAG1","hurdle",0.00560984561549362,4.920527,7.482606,2.562079,0.644
"904","ETS2","hurdle",0.0122351804749321,4.792207,6.0917,1.299493,0.644
"2900","TBC1D1","hurdle",0.0244482656857061,4.628201,6.153805,1.525604,0.643
"2253","PTBP1","hurdle",0.0189698544958362,2.189153,2.70044,0.511287,0.643
"567","CLEC3B","hurdle",2.39907569283735e-05,-2.783062,0.5849625,3.3680245,0.643
"500","CDH5","hurdle",1.3707085822446e-09,-3.027481,4.0917,7.119181,0.643
"140","ARHGAP10","hurdle",0.00185942034096692,0.3488951,3.6322682,3.2833731,0.643
"2864","SUN2","hurdle",0.0427418561653493,1.822826,2.666757,0.843931,0.642
"2149","PLK3","hurdle",0.00159113624328505,1.863789,4.855491,2.991702,0.642
"1027","FMO2","hurdle",1.24504869943454e-06,-2.900101,3.817623,6.717724,0.642
"647","CRY1","hurdle",0.0205941518935623,4.625998,6.752213,2.126215,0.642
"264","BTNL9","hurdle",4.56081652484527e-05,-0.01367494,4.58796499,4.60163993,0.642
"2540","SERPINB6","hurdle",0.0525713776114231,5.704569,7.341185,1.636616,0.641
"1056","FSTL1","hurdle",0.0396863355565835,4.809783,6.894818,2.085035,0.641
"1052","FRMD6","hurdle",0.0104873025758565,3.800534,7.87989,4.079356,0.641
"2559","SFR1","hurdle",0.0244894799638781,4.010679,5.870365,1.859686,0.64
"1833","MT2A","hurdle",0.0394923535405163,5.781508,6.461889,0.680381000000001,0.64
"1285","IFI6","hurdle",0.0106987446786918,3.366157,4.82273,1.456573,0.64
"1085","GATA2","hurdle",3.90120529676621e-05,-0.2783591,4.3183168,4.5966759,0.64
"352","C3orf58","hurdle",0.0654864833056656,7.059839,8.81954,1.759701,0.64
"2688","SNAI1","hurdle",0.00403711855118106,1.486399,3.177918,1.691519,0.639
"2665","SLFN11","hurdle",0.00250306604652087,2.95893,5.059615,2.100685,0.639
"2526","SEMA3B","hurdle",0.0038967585569695,1.580419,3.270529,1.69011,0.639
"1254","HSP90AB1","hurdle",0.151395312966651,9.947119,10.493955,0.546835999999999,0.639
"1198","HEG1","hurdle",0.00017912484181003,3.948918,7.159367,3.210449,0.639
"1102","GEM","hurdle",0.00668299649632145,3.538163,6.484622,2.946459,0.639
"963","FAM46C","hurdle",0.00363211394198913,3.258775,7.666757,4.407982,0.639
"662","CSRP2","hurdle",0.0142728280647091,3.689721,6.034524,2.344803,0.639
"605","COL1A2","hurdle",1.25330027656433e-06,-0.4611339,6.9122906,7.3734245,0.639
"9","ABHD14B","hurdle",0.000302091728909603,0.05605996,5.08108393,5.02502397,0.639
"3119","UBE2D3","hurdle",0.0966411218968137,7.208773,7.928962,0.720189,0.638
"2963","TIE1","hurdle",1.71420772397261e-05,-2.479993,2.336283,4.816276,0.638
"2462","RPS4X","hurdle",0.157969755736692,5.625171,6.969243,1.344072,0.638
"2103","PHLDA1","hurdle",0.0766411229148324,5.941009,7.624978,1.683969,0.638
"1636","LPP","hurdle",0.0365855564033461,5.915169,7.554972,1.639803,0.638
"1513","LMO2","hurdle",0.00254563515698333,1.141211,2.981853,1.840642,0.638
"1361","ITGB1","hurdle",0.0826204242147493,5.206729,6.713558,1.506829,0.638
"608","COL3A1","hurdle",4.25328822271071e-06,-2.746068,6.279843,9.025911,0.638
"3065","TRIP10","hurdle",1.83112342857025e-05,-2.335603,3.412782,5.748385,0.637
"2472","RRAS","hurdle",0.000158720716823142,-1.718932,2.277985,3.996917,0.637
"928","FAM111A","hurdle",0.0125988657522766,4.144139,5.483816,1.339677,0.637
"592","CNTLN","hurdle",0.0408934168022836,4.163711,6.622052,2.458341,0.637
"3165","VANGL1","hurdle",6.25662036579197e-07,-1.055495,6.542258,7.597753,0.636
"2956","THBD","hurdle",7.83245510756952e-05,1.733968,6.680184,4.946216,0.636
"2065","PCOLCE","hurdle",0.000184213994032721,-0.1102693,5.7918141,5.9020834,0.636
"1423","KITLG","hurdle",0.0693043146211298,4.137039,5.32553,1.188491,0.636
"542","CHD4","hurdle",0.0574225324885201,6.129866,6.827819,0.697953,0.636
"2846","STK10","hurdle",0.00514919935887927,2.745785,4.523562,1.777777,0.635
"2464","RPS5","hurdle",0.139197239650206,5.366091,6.586465,1.220374,0.635
"2335","RBM3","hurdle",0.0146509012667311,6.055528,7.543805,1.488277,0.635
"2083","PELI1","hurdle",0.11245450938034,5.578426,7.790511,2.212085,0.635
"1477","LEF1","hurdle",7.39014397001678e-05,0.05605996,4.82017896,4.764119,0.635
"2829","ST6GALNAC3","hurdle",0.00654739563806318,2.280508,4.548437,2.267929,0.634
"484","CD9","hurdle",0.0615069920377325,6.38956,7.430034,1.040474,0.634
"154","ARL13B","hurdle",0.0816451029737072,4.036454,5.880196,1.843742,0.634
"3219","XBP1","hurdle",0.00491634733588092,3.853468,6.256445,2.402977,0.633
"3186","VWF","hurdle",1.64617716455307e-05,1.630511,7.830674,6.200163,0.633
"2249","PSME1","hurdle",0.0786346081489996,5.571345,6.892391,1.321046,0.633
"2158","PML","hurdle",0.0041169582079823,0.9402554,4.7602209,3.8199655,0.633
"1347","ISG15","hurdle",0.0205369682552765,1.732331,4.988685,3.256354,0.633
"700","CYBRD1","hurdle",0.056403433390134,5.703107,6.939579,1.236472,0.633
"2995","TMEM140","hurdle",0.00106119682643645,2.2861,3.185867,0.899767,0.632
"2250","PSME2","hurdle",0.00827354027300218,3.83642,5.629357,1.792937,0.632
"2155","PLXDC1","hurdle",0.000398058022205789,2.630071,7.176921,4.54685,0.632
"759","DLL4","hurdle",0.00105902282985557,0.4440069,2.6205864,2.1765795,0.632
"3241","ZEB1","hurdle",0.0365491860805876,6.157967,7.115304,0.957337,0.631
"3240","ZDHHC5","hurdle",0.00315597615089776,3.771726,5.855491,2.083765,0.631
"1353","ISYNA1","hurdle",0.00731382444795264,1.991126,5.223036,3.23191,0.631
"997","FEM1C","hurdle",0.0566230410845334,5.638019,6.522778,0.884759,0.631
"993","FCGRT","hurdle",0.0228100201394935,3.329259,3.944858,0.615599,0.631
"977","FAU","hurdle",0.110657072359902,5.061695,6.147714,1.086019,0.631
"2664","SLCO4A1","hurdle",0.00124699123681906,1.158386,4.981853,3.823467,0.63
"2654","SLC7A1","hurdle",0.0601887433891425,3.476895,4.663914,1.187019,0.63
"2413","RPL23A","hurdle",0.125032143378569,4.167958,4.840463,0.672505,0.63
"2254","PTEN","hurdle",0.334302814004778,8.682776,10.22207,1.539294,0.63
"1991","OCLN","hurdle",8.7278524186723e-08,-0.9154222,4.1898246,5.1052468,0.63
"541","CHD2","hurdle",0.0322871179348106,7.607009,8.171677,0.564668000000001,0.63
"3107","TXN","hurdle",0.281229320155722,5.836181,6.701826,0.865645,0.629
"2651","SLC6A12","hurdle",7.23753621145611e-06,0.05605996,7.78855521,7.73249525,0.629
"2424","RPL31P11","hurdle",0.0385968714654834,-1.32874936,-0.07400058,1.25474878,0.629
"89","ALPL","hurdle",0.000822878343568116,0.386863,3.385431,2.998568,0.629
"23","ACSL5","hurdle",0.00865954763629161,1.567619,4.189825,2.622206,0.629
"2917","TCN2","hurdle",0.0091740616952813,3.093216,7.035624,3.942408,0.628
"2345","RBPMS","hurdle",0.00750896283904789,2.613265,4.754888,2.141623,0.628
"1310","IL1R1","hurdle",5.25409673139966e-06,0.5219041,5.8227301,5.300826,0.628
