"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.astrocytes","log2fold_change","Auc"
"3897","PRSS37","hurdle",0.00927982219857091,-1.6249762,0.3163326,1.9413088,0.559
"3806","POR","hurdle",0.226188553935939,1.939387,3.133797,1.19441,0.559
"3721","PLAC9","hurdle",0.00424328628197355,-1.728365,0.116193,1.844558,0.559
"2339","KIAA1958","hurdle",0.0157506065892856,0.7277496,3.466185,2.7384354,0.559
"2051","HLA-A","hurdle",0.0477619686047709,2.110941,4.240807,2.129866,0.559
"1256","DNAJC27","hurdle",0.259799916615316,4.855145,5.850015,0.99487,0.559
"719","CAPN1","hurdle",0.0717462277682878,1.761915,3.753508,1.991593,0.559
"355","ATP5E","hurdle",0.39394153896504,3.539117,4.054512,0.515395,0.559
"5514","ZNF451","hurdle",0.03600004151593,5.262209,6.736937,1.474728,0.558
"5497","ZNF420","hurdle",0.151610980706065,4.772345,5.855652,1.083307,0.558
"5451","ZNF229","hurdle",0.0075064654365373,1.318819,4.650542,3.331723,0.558
"4612","SNX14","hurdle",0.390160379569509,6.615983,7.340884,0.724901,0.558
"4101","RHBDD1","hurdle",0.00878952446933147,2.657814,5.668862,3.011048,0.558
"3176","MPRIP","hurdle",0.279546288285815,5.269439,6.234454,0.965015,0.558
"2948","MCEE","hurdle",0.00901601078531086,3.219594,4.990662,1.771068,0.558
"2295","KDM1B","hurdle",0.132876637934824,2.224655,3.517885,1.29323,0.558
"1647","FIGN","hurdle",0.149530790754351,3.266736,4.791646,1.52491,0.558
"1574","FAM71F2","hurdle",0.0194175789908616,-1.068902,1.892548,2.96145,0.558
"1020","CPNE1","hurdle",0.302194565569091,6.388098,7.13628,0.748182,0.558
"890","CHCHD2","hurdle",0.00518690624957222,5.398665,6.07585,0.677185,0.558
"354","ATP5A1","hurdle",0.591220774819621,8.230894,8.753335,0.522441000000001,0.558
"219","ANKRD9","hurdle",0.00106470878171944,-2.0116923,0.5724985,2.5841908,0.558
"4540","SNF8","hurdle",0.167629334442926,2.560276,3.871081,1.310805,0.557
"4370","SIKE1","hurdle",0.288841916743444,6.175512,7.205549,1.030037,0.557
"4083","RFXANK","hurdle",0.0196425246861348,2.035624,3.780852,1.745228,0.557
"3778","POLD2","hurdle",0.168845817700209,3.639087,5.317383,1.678296,0.557
"3434","NTNG2","hurdle",0.0322042273513149,-1.211436,0.2395754,1.4510114,0.557
"3375","NKTR","hurdle",0.0805809637114764,8.348377,8.851759,0.503382,0.557
"3260","MYH15","hurdle",0.0207360000514273,2.071467,5.752386,3.680919,0.557
"3137","MITD1","hurdle",0.0607819517925821,3.719375,5.140673,1.421298,0.557
"2825","LRP5","hurdle",0.00781630855587469,-1.7718888,0.5085104,2.2803992,0.557
"2556","LOC100271836","hurdle",0.0415858243014629,5.359964,6.527906,1.167942,0.557
"2445","LINC00174","hurdle",0.0748078520951623,1.085711,3.606519,2.520808,0.557
"2299","KDM5B","hurdle",0.338563430979131,6.22366,6.756223,0.532563000000001,0.557
"1811","GIGYF1","hurdle",0.212998357625431,3.076614,3.969428,0.892814,0.557
"1792","GCHFR","hurdle",0.0643915859078925,1.211166,3.550027,2.338861,0.557
"1791","GCDH","hurdle",0.0602798761546508,2.254789,4.773043,2.518254,0.557
"1640","FGFRL1","hurdle",0.000272441776457244,-2.579796,1.456891,4.036687,0.557
"1593","FASN","hurdle",0.083874150359978,0.8936321,2.497839,1.6042069,0.557
"1356","EFS","hurdle",0.0188104078796634,2.054436,4.447963,2.393527,0.557
"827","CDC14B","hurdle",0.0793099702907055,5.10661,6.251963,1.145353,0.557
"5076","TREX1","hurdle",0.178169238945972,4.090998,4.891451,0.800453,0.556
"4955","TMEM176A","hurdle",0.000808326846227677,-2.03802,2.322859,4.360879,0.556
"4942","TMEM132C","hurdle",0.101170262646482,3.198607,5.634144,2.435537,0.556
"4762","SURF1","hurdle",0.00833816820488205,3.059644,4.897709,1.838065,0.556
"4721","STAM2","hurdle",0.315320605541499,5.215787,6.394034,1.178247,0.556
"4405","SLC24A6","hurdle",0.0410596334602692,1.557312,3.08801,1.530698,0.556
"3502","OSBPL2","hurdle",0.0109557026748427,4.948823,6.413546,1.464723,0.556
"3438","NUDT12","hurdle",0.137422683441441,3.428099,5.018209,1.59011,0.556
"3368","NINL","hurdle",0.0495102970408281,4.575036,5.160327,0.585291,0.556
"2153","IGDCC3","hurdle",0.114637946528703,1.471263,3.180743,1.70948,0.556
"1882","GPR137B","hurdle",0.00139099394466377,3.628141,5.4095,1.781359,0.556
"1819","GLB1","hurdle",0.24436542846679,4.604587,7.205707,2.60112,0.556
"1682","FLJ39739","hurdle",0.00347141548858488,-2.7007632,0.8685338,3.569297,0.556
"1603","FBXL3","hurdle",0.33178564556747,4.890037,5.762709,0.872672,0.556
"1560","FAM48A","hurdle",0.450211850870123,4.908249,6.056751,1.148502,0.556
"1524","FAM181A","hurdle",0.000616206428822062,-2.879654,0.7210551,3.6007091,0.556
"1181","DDX26B","hurdle",0.140636551186036,3.602272,5.30095,1.698678,0.556
"422","BHMT2","hurdle",0.00396060710539028,1.404405,3.128485,1.72408,0.556
"348","ATP13A5","hurdle",0.000182328476128596,1.118857,4.717522,3.598665,0.556
"341","ATIC","hurdle",0.237027259063589,5.300961,6.587675,1.286714,0.556
"327","ATAD1","hurdle",0.254847334991902,5.928646,7.411607,1.482961,0.556
"313","ASAP3","hurdle",0.0190759303981139,1.570441,4.837129,3.266688,0.556
"63","ACOT2","hurdle",0.144510978126296,2.389295,3.354598,0.965303,0.556
"5544","ZNF558","hurdle",0.0239660140804209,1.260606,3.461968,2.201362,0.555
"5441","ZNF2","hurdle",0.143799564761229,2.538171,3.743119,1.204948,0.555
"5241","USP47","hurdle",0.435567464042166,7.329602,8.162245,0.832643,0.555
"5175","U2SURP","hurdle",0.176838619273098,7.059135,8.240499,1.181364,0.555
"3977","RAB13","hurdle",0.0139631725610538,0.3805009,2.3367441,1.9562432,0.555
"3794","POLR2J4","hurdle",0.233623032190473,2.99376,4.476465,1.482705,0.555
"3274","N4BP1","hurdle",0.103302981738914,4.299204,4.815807,0.516603000000001,0.555
"2851","LSAMP-AS3","hurdle",0.117258162912101,3.481204,5.100544,1.61934,0.555
"2450","LINC00263","hurdle",0.102402272447035,4.158849,5.266907,1.108058,0.555
"1870","GPBP1L1","hurdle",0.0878838084765832,5.11242,6.096741,0.984321,0.555
"831","CDC23","hurdle",0.276824399625472,4.787182,5.953145,1.165963,0.555
"555","C19orf44","hurdle",0.107824038369056,0.4996815,2.8761604,2.3764789,0.555
"5268","VPS13B","hurdle",0.281506824727098,6.301182,7.383453,1.082271,0.554
"5057","TPR","hurdle",0.122788392725455,6.771344,7.357864,0.58652,0.554
"4748","STX2","hurdle",0.265697427806283,4.39733,5.841113,1.443783,0.554
"4536","SNAR-F","hurdle",0.0127530940345324,-1.3203116,-0.4882218,0.8320898,0.554
"3978","RAB1B","hurdle",0.0255983225450924,3.662267,4.744682,1.082415,0.554
"3876","PRKDC","hurdle",0.364055298211201,6.855709,7.748323,0.892614,0.554
"3720","PLAC4","hurdle",0.00907029023478217,-1.6654471,0.1375035,1.8029506,0.554
"3336","NEK4","hurdle",0.140419748805587,4.077266,4.603459,0.526193,0.554
"3252","MXRA8","hurdle",0.00585599485048093,1.076538,2.211716,1.135178,0.554
"3224","MTHFD2L","hurdle",0.195959193566693,3.695604,4.402476,0.706872,0.554
"2904","MAPK11","hurdle",0.00211705643603855,-0.5219859,2.6649232,3.1869091,0.554
"2557","LOC100272228","hurdle",0.0221163321548645,2.380625,3.206179,0.825554,0.554
"1985","HEATR5B","hurdle",0.36140943798177,6.081676,6.921975,0.840299,0.554
"1787","GBP3","hurdle",0.0313683001238925,0.9074943,3.4953651,2.5878708,0.554
"1651","FKBP14","hurdle",0.199409736718666,4.152314,4.883589,0.731275,0.554
"1630","FEZF2","hurdle",0.00588066180741263,-1.110203,2.196566,3.306769,0.554
"1295","DROSHA","hurdle",0.10075713759458,4.903717,5.820673,0.916956,0.554
"1268","DNMT3B","hurdle",0.0044213278382129,-1.473572,3.267874,4.741446,0.554
"1158","DCTN4","hurdle",0.18050825957645,6.310668,6.921975,0.611307,0.554
"1033","CPT2","hurdle",0.0479303873050351,1.2223,3.023656,1.801356,0.554
"504","C14orf149","hurdle",0.0471144458815775,3.043257,4.635642,1.592385,0.554
"494","C12orf60","hurdle",0.0344768128233254,1.029774,3.550027,2.520253,0.554
"453","BTBD8","hurdle",0.0430782384146605,3.093387,4.531834,1.438447,0.554
"339","ATG9A","hurdle",0.26508697659312,4.734691,5.690651,0.95596,0.554
"5614","ZNF83","hurdle",0.233963569890397,5.788786,6.533945,0.745159,0.553
"5585","ZNF710","hurdle",0.0747960828061432,0.8901457,2.5896089,1.6994632,0.553
"5445","ZNF211","hurdle",0.0936677261953609,5.015544,6.876755,1.861211,0.553
"5226","USO1","hurdle",0.406723307212537,6.068241,7.348757,1.280516,0.553
"4990","TMEM63B","hurdle",0.105661654735367,1.106892,1.923548,0.816656,0.553
"4895","TIMMDC1","hurdle",0.365315750539221,5.585677,6.19339,0.607713,0.553
"4886","THOC1","hurdle",0.0254350200710882,5.382007,6.707404,1.325397,0.553
"4468","SLC38A9","hurdle",0.179239268147609,3.765297,4.739465,0.974168,0.553
"4254","SCARF1","hurdle",0.0266452846575594,1.433439,3.591154,2.157715,0.553
"3747","PLIN3","hurdle",0.0356053367412161,2.373152,4.587094,2.213942,0.553
"3693","PIGZ","hurdle",0.097760230703602,3.366706,3.919555,0.552849,0.553
"2781","LOC728613","hurdle",0.0974187038994187,1.16575,3.023656,1.857906,0.553
"2575","LOC100289511","hurdle",0.0280992549619626,-0.2907291,1.1874,1.4781291,0.553
"2477","LMBRD2","hurdle",0.268434224689552,4.476475,5.561602,1.085127,0.553
"2129","IDI1","hurdle",0.310066537985225,7.895804,8.996779,1.100975,0.553
"2098","HSD17B7","hurdle",0.174336560570736,3.144763,4.527805,1.383042,0.553
"1690","FLJ42709","hurdle",0.320888277721429,5.143684,6.393757,1.250073,0.553
"1334","EDARADD","hurdle",0.226872705120993,1.634354,2.493713,0.859359,0.553
"1093","CXCR4","hurdle",0.0254159123289589,2.484849,4.279663,1.794814,0.553
"502","C14orf132","hurdle",0.316205653140141,5.366565,6.209516,0.842951,0.553
"487","C12orf39","hurdle",0.0200623698976387,0.2120039,1.8350113,1.6230074,0.553
"468","C10orf140","hurdle",0.0323377413094402,2.944186,3.840544,0.896358,0.553
"203","ANKFN1","hurdle",0.0633529113012284,1.799571,2.898177,1.098606,0.553
"5595","ZNF75A","hurdle",0.274609689780243,4.766652,6.387656,1.621004,0.552
"4919","TMC1","hurdle",0.0017689783530148,-2.26796,1.413874,3.681834,0.552
"4717","STAG3L1","hurdle",0.138241793079348,-0.4495189,0.4243153,0.8738342,0.552
"4331","SF3A1","hurdle",0.360296648245313,3.933513,4.779836,0.846323,0.552
"3969","PZP","hurdle",0.0193678002848553,1.957823,3.532035,1.574212,0.552
"3616","PDIA4","hurdle",0.119026685725014,2.965049,4.065672,1.100623,0.552
"3544","PARP10","hurdle",0.000962240093939537,-2.928071,1.676617,4.604688,0.552
"2761","LOC643723","hurdle",0.00449166709202914,0.2064077,3.3726825,3.1662748,0.552
"2567","LOC100288974","hurdle",0.159411445490287,0.5447271,1.9777231,1.432996,0.552
"2536","LOC100133091","hurdle",0.0617140583988869,0.1951498,2.4854268,2.290277,0.552
"1978","HDAC11","hurdle",0.248278046090798,2.988063,4.315164,1.327101,0.552
"1108","CYFIP1","hurdle",0.314681132691145,4.291626,5.760135,1.468509,0.552
"958","CMBL","hurdle",0.18553197913527,2.960901,4.474373,1.513472,0.552
"499","C14orf101","hurdle",0.139266754349258,3.801474,5.46955,1.668076,0.552
"395","BBS10","hurdle",0.111082846714554,2.754935,4.67352,1.918585,0.552
"190","AMT","hurdle",0.197538780596171,2.419841,4.428644,2.008803,0.552
"5439","ZNF192","hurdle",0.0732117902204317,2.746284,3.4933,0.747016,0.551
"5367","ZBTB41","hurdle",0.326186769394894,5.846817,6.708517,0.8617,0.551
"5257","VCL","hurdle",0.254812859948275,5.621073,6.40835,0.787277,0.551
"5085","TRIM4","hurdle",0.0751581665351654,1.889622,5.72229,3.832668,0.551
"4742","STRADA","hurdle",0.0587465609923124,4.370371,5.732829,1.362458,0.551
"4670","SPPL2B","hurdle",0.0156790388497001,0.8404294,2.8505801,2.0101507,0.551
"4652","SPDYE5","hurdle",0.13654358856554,-0.7315844,0.1585038,0.8900882,0.551
"4467","SLC38A7","hurdle",0.00906604873943673,2.767341,3.270288,0.502947,0.551
"4196","RRAD","hurdle",0.0491868736728743,0.7964078,2.8538025,2.0573947,0.551
"4055","RCN1","hurdle",0.117979386818504,2.720995,4.10677,1.385775,0.551
"3783","POLE2","hurdle",0.141911987194896,2.516852,4.319832,1.80298,0.551
"3478","OLAH","hurdle",0.00680844637879713,-1.241714,3.421278,4.662992,0.551
"3164","MON2","hurdle",0.150266303200896,6.760108,7.41065,0.650542000000001,0.551
"2837","LRRC37BP1","hurdle",0.187616963758972,3.286099,4.790806,1.504707,0.551
"2583","LOC100499467","hurdle",0.0193662306383724,2.73661,5.379071,2.642461,0.551
"2009","HEY2","hurdle",0.0495578167908097,2.339035,4.228446,1.889411,0.551
"1879","GPR113","hurdle",0.0364824266700808,-1.3203116,-0.7762785,0.5440331,0.551
"1847","GNAI2","hurdle",0.298117860513123,3.796827,4.49206,0.695233,0.551
"1795","GCSH","hurdle",0.0664895800766643,-0.4583807,1.5068738,1.9652545,0.551
"1007","COQ10A","hurdle",0.131741103149169,2.437863,4.546845,2.108982,0.551
"861","CECR2","hurdle",0.0638733121034842,0.2451327,2.7744045,2.5292718,0.551
"5443","ZNF202","hurdle",0.132076483039135,0.3904061,2.3275019,1.9370958,0.55
"5321","WEE2","hurdle",5.242272304596e-05,-2.74345,4.159806,6.903256,0.55
"4851","TESK2","hurdle",0.0510336448351358,4.526176,5.69829,1.172114,0.55
"4508","SMAD5","hurdle",0.0395545729538815,5.498208,6.561306,1.063098,0.55
"4493","SLC7A5P2","hurdle",0.105240169290472,2.065297,3.291832,1.226535,0.55
"4440","SLC2A12","hurdle",0.206659894883255,3.638567,5.638821,2.000254,0.55
"3691","PIGS","hurdle",0.22457303482823,4.323641,5.21272,0.889079,0.55
"3638","PEX11A","hurdle",0.0681881684169442,2.752057,5.189314,2.437257,0.55
"3582","PCDHGB6","hurdle",0.00215843060369585,-2.97816975,-0.04250473,2.93566502,0.55
"3527","PALM","hurdle",0.0234320606447003,0.2396638,3.5440546,3.3043908,0.55
"2949","MCM3","hurdle",0.0583695962350663,3.017922,5.388545,2.370623,0.55
"2362","KLHL23","hurdle",0.143147292937936,0.2560087,0.9186324,0.6626237,0.55
"2003","HES5","hurdle",0.0021737037670076,-2.928071,1.114045,4.042116,0.55
"1751","G6PC3","hurdle",0.00404430739255697,3.072006,5.395748,2.323742,0.55
"1323","DZIP3","hurdle",0.0794503489271353,6.977501,7.512925,0.535424,0.55
"1208","DHCR7","hurdle",0.0142404445424354,4.439385,5.071774,0.632389,0.55
"874","CEP164","hurdle",0.387207772945909,4.347036,5.30272,0.955684,0.55
"409","BCL9","hurdle",0.203055405293778,3.155694,4.474373,1.318679,0.55
"394","BBS1","hurdle",0.319785062575486,4.024973,5.618599,1.593626,0.55
"182","ALOX12P2","hurdle",0.0368641348050998,-0.3889653,2.4475365,2.8365018,0.55
"4858","TEX9","hurdle",0.119722046004866,1.48981,2.221727,0.731917,0.549
"4564","SNORD102","hurdle",0.0032272637406775,2.776812,4.582245,1.805433,0.549
"4529","SMTN","hurdle",0.0342373464591062,-0.4943825,3.2751032,3.7694857,0.549
"4271","SCPEP1","hurdle",0.510169031240938,5.257143,6.321113,1.06397,0.549
"3826","PPM1K","hurdle",0.321965587074914,6.894888,7.507437,0.612549,0.549
"3376","NKX2-2","hurdle",0.116515142872135,-0.08459486,0.91863245,1.00322731,0.549
"2981","METTL12","hurdle",0.068419015995385,1.521704,4.04044,2.518736,0.549
"2869","LZTR1","hurdle",0.132895770660512,3.649435,5.180358,1.530923,0.549
"2722","LOC389834","hurdle",0.232350585075002,2.016563,3.379406,1.362843,0.549
"2563","LOC100288069","hurdle",0.0193039883682206,-1.64507,1.227701,2.872771,0.549
"2267","KATNAL2","hurdle",0.114085143469412,3.106967,4.198342,1.091375,0.549
"1927","GSTM5","hurdle",0.0281642293342087,2.589592,3.934851,1.345259,0.549
"1912","GRID1","hurdle",0.292955103679123,2.746284,4.311653,1.565369,0.549
"1609","FBXO22","hurdle",0.0500706363213445,3.957032,4.833869,0.876837,0.549
"1260","DNAJC4","hurdle",0.0334652455819027,1.908701,4.162408,2.253707,0.549
"1152","DCDC5","hurdle",0.0139508631652577,-1.624976,2.817953,4.442929,0.549
"1005","COPS7B","hurdle",0.0710479766864205,3.852975,4.569562,0.716587000000001,0.549
"490","C12orf49","hurdle",0.0688302777926053,2.021352,3.343179,1.321827,0.549
"5520","ZNF492","hurdle",0.00149910082123191,-1.83974,2.426048,4.265788,0.548
"5167","TXNL4B","hurdle",0.330601155878575,4.792328,5.63133,0.839002,0.548
"5146","TTI1","hurdle",0.344025296058428,3.436489,4.679889,1.2434,0.548
"4954","TMEM170B","hurdle",0.345658557282265,4.552054,6.026729,1.474675,0.548
"4778","SYPL1","hurdle",0.452227838579608,6.624532,7.774808,1.150276,0.548
"4651","SPDYE3","hurdle",0.157862635293889,0.2881533,2.5060548,2.2179015,0.548
"4382","SLC10A7","hurdle",0.0571272456770169,2.660886,5.562587,2.901701,0.548
"4139","RNF146","hurdle",0.319508776399173,4.514901,5.366717,0.851816,0.548
"3791","POLR2J","hurdle",0.123169090056793,2.88148,4.347529,1.466049,0.548
"3627","PDXDC1","hurdle",0.214614576751078,5.44633,6.073779,0.627449,0.548
"3452","NUP205","hurdle",0.185230407393873,4.63667,5.673885,1.037215,0.548
"3450","NUP160","hurdle",0.443434834265151,5.27145,6.093337,0.821887,0.548
"3016","MICA","hurdle",0.00357634066297392,-2.398314,2.43898,4.837294,0.548
"2844","LRRC49","hurdle",0.250935657140179,5.910692,6.438175,0.527483,0.548
"2731","LOC401320","hurdle",0.242372545970937,5.283958,5.864066,0.580108,0.548
"2571","LOC100289230","hurdle",0.0396981721601768,-0.01757422,3.46618503,3.48375925,0.548
"2169","IL12A","hurdle",0.000437957179237329,-2.832809,3.162667,5.995476,0.548
"1997","HERC2P7","hurdle",0.0429575324782701,2.590666,4.382533,1.791867,0.548
"1697","FLOT2","hurdle",0.369961793609306,4.521113,5.142651,0.621538,0.548
"1517","FAM168A","hurdle",0.206865041108525,0.5969886,1.7750845,1.1780959,0.548
"1501","FAM120B","hurdle",0.411981528024739,4.850668,5.424207,0.573539,0.548
"541","C17orf56","hurdle",0.0543283981174524,0.7586684,2.7153974,1.956729,0.548
"280","ARHGEF1","hurdle",0.00444137561917948,0.3195972,2.6049896,2.2853924,0.548
"275","ARHGAP40","hurdle",0.00901162117711579,-2.97817,-1.76833,1.20984,0.548
"5606","ZNF793","hurdle",0.410494134740446,3.995667,5.227701,1.232034,0.547
"5344","XPO6","hurdle",0.450939975692277,4.705978,5.371222,0.665244,0.547
"5127","TST","hurdle",0.0147287806872472,-0.1053236,4.1148506,4.2201742,0.547
"4371","SIL1","hurdle",0.0756792409465974,2.50778,4.180487,1.672707,0.547
"4103","RHBDF1","hurdle",0.0433755245640192,0.9583225,3.6918223,2.7334998,0.547
"3986","RAB36","hurdle",0.0932892171626316,1.151259,2.377616,1.226357,0.547
"3717","PLA2G4C","hurdle",0.0265512733706518,4.669835,6.44032,1.770485,0.547
"3676","PHYH","hurdle",0.334706532291476,4.520549,5.817376,1.296827,0.547
"3451","NUP188","hurdle",0.370374886197024,5.189612,6.067547,0.877935,0.547
"3384","NMD3","hurdle",0.000298701634801748,5.452844,6.773767,1.320923,0.547
"3174","MPP6","hurdle",0.0287854713809712,4.186471,5.482099,1.295628,0.547
"2891","MAN2C1","hurdle",0.124305760668637,4.480538,5.567012,1.086474,0.547
"2865","LYRM1","hurdle",0.0126210345951698,4.716597,5.343981,0.627384,0.547
"2849","LRTOMT","hurdle",7.28991776396969e-06,1.482883,5.449455,3.966572,0.547
"2578","LOC100303749","hurdle",0.158323495549636,2.571203,3.900984,1.329781,0.547
"2347","KIF24","hurdle",0.0200296909345906,-0.8666193,2.6722428,3.5388621,0.547
"1756","GABPA","hurdle",0.287926160280558,3.934783,5.164226,1.229443,0.547
"1744","FYCO1","hurdle",0.102765385235524,2.281648,4.429724,2.148076,0.547
"1528","FAM182B","hurdle",0.0276124646042833,-0.9391926,0.9789042,1.9180968,0.547
"1117","CYP3A5","hurdle",0.316579824890551,2.789968,3.668222,0.878254,0.547
"728","CARHSP1","hurdle",0.0787941343337046,2.482536,4.672608,2.190072,0.547
"103","ADH5","hurdle",0.0434948837460159,5.880371,6.810717,0.930346,0.547
"97","ADCY9","hurdle",0.204319867197581,1.944438,3.077022,1.132584,0.547
"56","ACCS","hurdle",0.109524577417988,0.09573524,3.37268254,3.2769473,0.547
"5635","ZSCAN23","hurdle",0.0670078127876997,-0.01757422,2.71539744,2.73297166,0.546
"5426","ZNF100","hurdle",0.0843941222937067,2.779641,5.366153,2.586512,0.546
"5345","XRCC2","hurdle",0.00599587864489467,0.07745761,3.33858544,3.26112783,0.546
"5239","USP45","hurdle",0.165408211479813,4.334906,5.425832,1.090926,0.546
"5183","UBE2L3","hurdle",0.0687293585952761,5.537321,6.400108,0.862787,0.546
"4655","SPEG","hurdle",0.211575408353828,2.461547,2.991833,0.530286,0.546
"4620","SNX33","hurdle",0.036608702912209,1.799571,2.60499,0.805419,0.546
"4617","SNX24","hurdle",0.476495958267002,5.63129,6.687901,1.056611,0.546
"4365","SHROOM2","hurdle",0.0243419777702056,3.423886,5.816963,2.393077,0.546
"4243","SAT2","hurdle",0.202050465150185,4.44147,5.572401,1.130931,0.546
"4147","RNF214","hurdle",0.192012027263973,3.443048,4.230927,0.787879,0.546
"3318","NDEL1","hurdle",0.33108416273795,4.050966,5.348557,1.297591,0.546
"3251","MXI1","hurdle",0.628111205014239,7.174917,7.782121,0.607204,0.546
"2876","MAFIP","hurdle",0.035454079589903,-0.6892426,0.199609,0.8888516,0.546
"2831","LRRC27","hurdle",0.308294697706305,3.411171,4.61964,1.208469,0.546
"2786","LOC729234","hurdle",0.200774478163954,2.819595,4.834685,2.01509,0.546
"2735","LOC439950","hurdle",0.198572697337169,3.3854,3.940925,0.555525,0.546
