"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.microglia","log2fold_change","Auc"
"1337","NUAK2","hurdle",0.0705886568028999,0.1423709,3.8303567,3.6879858,0.573
"543","EDEM1","hurdle",0.326457939498486,5.731851,8.596097,2.864246,0.573
"126","ATP13A3","hurdle",0.5402111192811,5.954361,6.907341,0.95298,0.573
"1540","RAB1A","hurdle",0.38261892384793,7.14861,8.028459,0.879849,0.572
"1138","MAML3","hurdle",0.128073323745981,1.484852,4.478163,2.993311,0.572
"388","CMTM7","hurdle",0.108258181116535,-0.580411,2.652486,3.232897,0.572
"2139","YBX1","hurdle",0.368889055754056,4.2142,5.347843,1.133643,0.571
"1852","SP140L","hurdle",0.0116104720019511,-0.4283277,3.8801957,4.3085234,0.571
"1782","SLC31A1","hurdle",0.433198824387227,4.242809,5.694532,1.451723,0.571
"1131","LZTS1","hurdle",0.217689438465875,0.6216761,3.6409679,3.0192918,0.571
"1017","LOC100288432","hurdle",1.22673221505557e-05,-0.7325032,4.9530324,5.6855356,0.571
"1004","LOC100131096","hurdle",0.0537851946636093,1.218326,2.385431,1.167105,0.571
"243","C3orf58","hurdle",0.316365288015911,7.176054,8.423011,1.246957,0.571
"113","ARPC3","hurdle",0.222525354012954,5.459541,6.173177,0.713636,0.571
"2056","TXLNB","hurdle",0.142586403445915,0.04695966,4.44956137,4.40260171,0.57
"1222","MIS18BP1","hurdle",0.264632975195419,3.112731,5.427522,2.314791,0.57
"1863","SPRY1","hurdle",0.43840510873437,4.176139,5.246978,1.070839,0.569
"1424","PHF8","hurdle",0.361292392226468,3.795005,5.391458,1.596453,0.569
"494","DGKA","hurdle",0.193810560862213,3.409277,6.102763,2.693486,0.569
"371","CKLF","hurdle",0.477010551616792,1.618361,2.350497,0.732136,0.569
"1605","RHOQ","hurdle",0.150214766587287,5.30709,6.553245,1.246155,0.568
"1411","PECAM1","hurdle",0.0108971681570536,3.091495,5.30515,2.213655,0.567
"1240","MRC2","hurdle",0.0179634198862707,-1.86396,1.89724,3.7612,0.567
"439","CXCL12","hurdle",0.0878541531606632,2.981038,5.284477,2.303439,0.567
"1607","RILPL2","hurdle",0.213418408490123,-0.04410923,0.83794324,0.88205247,0.566
"479","DDX39A","hurdle",0.155886859531486,3.764154,7.29726,3.533106,0.566
"1621","RNF135","hurdle",0.0313842999533825,2.213824,4.869131,2.655307,0.565
"1415","PEX5","hurdle",0.452335126634699,1.98504,3.272397,1.287357,0.565
"932","KIAA1524","hurdle",0.561500125671205,3.993247,5.816344,1.823097,0.565
"512","DNAJB7","hurdle",0.136143731003293,1.356688,4.750205,3.393517,0.565
"77","ANTXR1","hurdle",0.325573873059631,4.026537,6.423746,2.397209,0.565
"1563","RASGEF1B","hurdle",0.313969339888195,3.705341,5.043301,1.33796,0.564
"1276","MYO7A","hurdle",0.218288171073019,1.044622,2.563768,1.519146,0.564
"484","DDX59","hurdle",0.330788050368662,3.436778,4.869131,1.432353,0.564
"220","C1orf112","hurdle",0.399105331099423,3.726159,4.699052,0.972893,0.564
"1714","SEC11A","hurdle",0.607624294683433,4.230577,5.931624,1.701047,0.563
"1704","SCAMP2","hurdle",0.501881071773234,3.673329,4.510171,0.836842,0.563
"1139","MAN1A1","hurdle",0.00363172859541948,2.908606,6.656067,3.747461,0.563
"648","FERMT3","hurdle",0.265585953243116,-0.6128507,1.4127815,2.0256322,0.563
"546","EEF1B2","hurdle",0.712196100592301,4.662379,5.286789,0.62441,0.563
"362","CHP","hurdle",0.328286195657001,8.122908,9.121793,0.998885,0.563
"1826","SNORA9","hurdle",0.00137886002291785,-3.3219281,-0.8956633,2.4262648,0.562
"1810","SMC1A","hurdle",0.721158981041953,5.927736,6.995485,1.067749,0.562
"1412","PELI1","hurdle",0.705671479117744,5.812508,6.945883,1.133375,0.562
"1392","PARP14","hurdle",0.351106863677329,5.787966,6.955359,1.167393,0.562
"714","GKN2","hurdle",0.00137886002291768,-3.321928,-2.152003,1.169925,0.562
"425","CSRNP1","hurdle",0.623683323190299,3.998961,4.844235,0.845274,0.562
"406","CPM","hurdle",0.510838101048335,5.37341,7.818822,2.445412,0.562
"318","CD33","hurdle",0.00137886002291779,-3.321928,2.013462,5.33539,0.562
"68","AMELX","hurdle",0.00137886002291779,-3.321928,1.446256,4.768184,0.562
"2002","TNFSF13B","hurdle",0.155322817165226,0.4634241,3.0617762,2.5983521,0.561
"1794","SLC43A2","hurdle",0.24642124032743,-1.0613539,-0.2344653,0.8268886,0.561
"1561","RASAL3","hurdle",0.00550696933409624,-3.2692691,0.7333543,4.0026234,0.561
"1365","OR7C1","hurdle",0.00550696933409587,-3.269269,0.560715,3.829984,0.561
"991","LIPC","hurdle",0.00550696933409614,-3.2692691,0.1375035,3.4067726,0.561
"564","EIF5","hurdle",0.439589956038287,8.144315,8.761053,0.616738,0.561
"553","EHD4","hurdle",0.272595507318754,2.205709,3.842979,1.63727,0.561
"540","ECRP","hurdle",0.00550696933409558,-3.269269,1.270529,4.539798,0.561
"316","CD300LB","hurdle",0.00550696933409565,-3.269269,2.296457,5.565726,0.561
"119","ART3","hurdle",0.167533409929174,3.597821,5.760886,2.163065,0.561
"116","ARRDC5","hurdle",0.00550696933409621,-3.269269,4.192786,7.462055,0.561
"2136","XBP1","hurdle",0.558034739455257,3.989537,6.085605,2.096068,0.56
"1400","PDE3B","hurdle",0.0131666364397719,4.858332,7.304694,2.446362,0.56
"1265","MYD88","hurdle",0.0339807236459563,2.233345,5.389309,3.155964,0.56
"2193","ZNF321P","hurdle",0.0237359626872987,-2.2159709,0.2927817,2.5087526,0.559
"2148","ZC3H12C","hurdle",0.594942477901352,4.020601,4.93251,0.911909,0.559
"1951","TLN2","hurdle",0.597539011249804,5.236436,6.22954,0.993104,0.559
"1742","SH3BP1","hurdle",0.00290490726510983,-3.2184648,-0.3446482,2.8738166,0.559
"1458","PLP2","hurdle",0.162210176228512,2.443153,4.502235,2.059082,0.559
"1201","MIR2355","hurdle",0.0383971386693332,-2.401869,3.272397,5.674266,0.559
"970","LILRA1","hurdle",0.0357330711202187,-3.169389,-2.152003,1.017386,0.559
"887","ITGA5","hurdle",0.307002874528432,2.107078,3.543805,1.436727,0.559
"798","HLA-DQA1","hurdle",0.0442187217020692,-3.218465,-2.152003,1.066462,0.559
"773","HCG26","hurdle",0.0435605899909766,-2.8273364,0.3645724,3.1919088,0.559
"759","GTPBP4","hurdle",0.421887429498412,5.414229,6.859224,1.444995,0.559
"485","DEF6","hurdle",0.00518631110504823,-3.1219274,0.9818527,4.1037801,0.559
"455","CYP19A1","hurdle",0.0424947021442199,-0.2907586,5.599169,5.8899276,0.559
"418","CSF2RA","hurdle",0.0369838152817458,-3.169389,-1.074001,2.095388,0.559
"217","C19orf38","hurdle",0.00835853621250721,-3.218465,3.574404,6.792869,0.559
"11","ABI3","hurdle",0.0415967114481787,-2.9463072,0.2927817,3.2390889,0.559
"2064","UBA7","hurdle",0.327253490860218,1.256988,5.289097,4.032109,0.558
"1903","SUSD3","hurdle",8.00743816908477e-05,-3.031447,2.608809,5.640256,0.558
"1390","PARN","hurdle",0.502057123136778,4.858517,7.575823,2.717306,0.558
"1141","MAN2B1","hurdle",0.0751979523114988,1.026306,3.690696,2.66439,0.558
"1051","LOC257358","hurdle",0.00912111769331465,-3.0759778,-0.4639471,2.6120307,0.558
"115","ARRDC3","hurdle",0.0104385322374765,9.391862,11.2086,1.816738,0.558
"2086","UNC93B1","hurdle",0.0617163190791235,-2.988249,-1.798366,1.189883,0.557
"2072","UBE2R2","hurdle",0.250935193955198,4.703304,5.732337,1.029033,0.557
"1716","SEC14L6","hurdle",0.0718877592773763,-1.5184091,0.3645724,1.8829815,0.557
"1507","PSG11","hurdle",0.0735865300604737,-2.0737183,-0.3446482,1.7290701,0.557
"1008","LOC100132163","hurdle",0.0735749538225251,-2.5510401,-0.5940076,1.9570325,0.557
"987","LINC00346","hurdle",0.0454596337106702,-2.401869,2.722466,5.124335,0.557
"961","LDLR","hurdle",0.69374942173099,5.001993,5.621319,0.619326,0.557
"505","DKFZP586I1420","hurdle",0.550211137621445,3.081393,5.621319,2.539926,0.557
"204","C15orf39","hurdle",0.255225069511573,2.294751,4.320124,2.025373,0.557
"2204","ZNF474","hurdle",0.00750334514273257,-2.865913,3.15583,6.021743,0.556
"1829","SNORD45A","hurdle",0.0634109989216226,-0.8727718,3.7114949,4.5842667,0.556
"1061","LOC285972","hurdle",0.0264873578123129,-3.121927,1.378512,4.500439,0.556
"1034","LOC100507392","hurdle",0.0558209774826361,-2.648557,1.1127,3.761257,0.556
"767","HAMP","hurdle",0.000446962660791311,-2.827336,3.205549,6.032885,0.556
"726","GNB4","hurdle",0.625955550733079,5.087447,7.551516,2.464069,0.556
"675","FOSL1","hurdle",0.0454363014873294,0.2180955,4.1527919,3.9346964,0.556
"293","CCL22","hurdle",0.053961660966355,-2.682584,1.510962,4.193546,0.556
"250","C5orf58","hurdle",0.0541788720456374,-0.4872515,3.4643415,3.951593,0.556
"1932","TEFM","hurdle",0.0921429602299483,4.194123,5.950702,1.756579,0.555
"1691","RXFP2","hurdle",0.0400082592219521,-3.0759778,0.1375035,3.2134813,0.555
"1570","RBM15B","hurdle",0.293209601715305,2.212668,3.224966,1.012298,0.555
"1519","PTBP1","hurdle",0.297749452335878,2.039543,3.861707,1.822164,0.555
"1027","LOC100506388","hurdle",0.0733264022449919,-0.2842128,1.8479969,2.1322097,0.555
"57","AKR1A1","hurdle",0.6636273219992,5.181632,6.219895,1.038263,0.555
"2172","ZMYND15","hurdle",0.0962220141829701,-1.252561,3.604368,4.856929,0.554
"1994","TNFRSF10A","hurdle",0.0102535266327119,-2.430494,3.855491,6.285985,0.554
"1950","TLN1","hurdle",0.1992448237987,4.56876,5.841722,1.272962,0.554
"1861","SPR","hurdle",0.131889645412195,-0.7236196,0.6205864,1.344206,0.554
"1136","MALT1","hurdle",0.247425102930614,4.3461,6.4733,2.1272,0.554
"969","LIG1","hurdle",0.457731231423231,2.578602,3.362821,0.784219,0.554
"916","KCNN4","hurdle",0.070133189387913,-1.533856,1.602884,3.13674,0.554
"810","HMHA1","hurdle",0.00346922279807438,-2.946307,2.802193,5.7485,0.554
"730","GNLY","hurdle",0.0831098044443952,-0.7869852,2.0356239,2.8226091,0.554
"684","FRRS1","hurdle",0.0106611589998279,-2.401869,3.29094,5.692809,0.554
"681","FPR3","hurdle",0.00136598459516513,-2.753146,2.469235,5.222381,0.554
"66","ALPK2","hurdle",0.0570077589209943,-0.5330794,2.7892076,3.322287,0.554
"1999","TNFRSF1A","hurdle",0.486092543049614,1.544903,2.749534,1.204631,0.553
"1915","TAGAP","hurdle",0.436573502169483,2.30564,4.75689,2.45125,0.553
"1728","SERPINF1","hurdle",0.108602437593845,2.881206,6.719047,3.837841,0.553
"1632","RNPEP","hurdle",0.396502477443506,2.677485,6.69575,4.018265,0.553
"1542","RAB20","hurdle",0.0140174530174571,-2.9463072,0.4329594,3.3792666,0.553
"1379","P2RY6","hurdle",0.124422329653465,-0.8340134,1.9680908,2.8021042,0.553
"1025","LOC100506178","hurdle",0.00712119161731697,-1.733395,3.15583,4.889225,0.553
"976","LIMD2","hurdle",0.1075029736965,-2.55104,1.070389,3.621429,0.553
"974","LILRB3","hurdle",0.0221082365285132,-2.430494,1.232661,3.663155,0.553
"698","GBP1","hurdle",0.436138680083732,3.98751,6.18933,2.20182,0.553
"502","DIAPH2","hurdle",0.416926080246454,3.708626,5.30515,1.596524,0.553
"258","C9orf21","hurdle",0.205674212465243,2.281574,4.432959,2.151385,0.553
"2158","ZEB2-AS1","hurdle",0.223181113035312,0.4673086,4.2695943,3.8022857,0.552
"2110","VMO1","hurdle",0.0438168215868582,-0.2907586,4.8473706,5.1381292,0.552
"2013","TP53TG5","hurdle",0.0970496846180759,-1.050205,3.272397,4.322602,0.552
"1957","TLR6","hurdle",0.048933559151756,-1.751339,1.070389,2.821728,0.552
"1851","SP140","hurdle",0.20262331087095,2.506816,3.388878,0.882062,0.552
"1371","OSM","hurdle",0.0289367775697372,-2.988249,2.161888,5.150137,0.552
"1020","LOC100302650","hurdle",0.337033328089228,2.374484,3.92837,1.553886,0.552
"867","IL4I1","hurdle",0.0667832778285601,-1.86396,3.244126,5.108086,0.552
"646","FDPSL2A","hurdle",0.321284773192303,2.053822,3.29094,1.237118,0.552
"560","EIF3L","hurdle",0.789978528841842,6.43843,7.61084,1.17241,0.552
"488","DENND3","hurdle",0.357804956167015,2.447092,5.083745,2.636653,0.552
"351","CEP55","hurdle",0.13208231230225,-0.1711993,3.4724878,3.6436871,0.552
"269","CAPNS2","hurdle",0.145564883342766,-1.458225,2.221104,3.679329,0.552
"178","BTBD7","hurdle",0.682699023742088,4.935898,6.875442,1.939544,0.552
"67","ALPK3","hurdle",0.0102701216931205,1.318492,5.367633,4.049141,0.552
"56","AKNA","hurdle",0.0488143097613887,1.693243,5.166414,3.473171,0.552
"2219","ZNF672","hurdle",0.221769175365425,0.3118099,2.2403143,1.9285044,0.551
"1864","SPRY2","hurdle",0.46915372019085,5.849625,6.543612,0.693987000000001,0.551
"1825","SNORA84","hurdle",0.189216339507937,-0.759487,2.708739,3.468226,0.551
"1658","RPLP0P2","hurdle",0.348226067891474,-2.319249,-1.798366,0.520883,0.551
"1521","PTENP1","hurdle",0.592826695482646,2.611444,3.318317,0.706873,0.551
"605","FAM101B","hurdle",0.434281761977493,1.166704,1.944858,0.778154,0.551
"87","APOBEC3C","hurdle",0.16538218078078,-1.4730376,-0.3446482,1.1283894,0.551
"2214","ZNF593","hurdle",0.298325538621405,2.010554,4.716305,2.705751,0.55
"1867","SQRDL","hurdle",0.141082173357702,2.290372,3.683696,1.393324,0.55
"1705","SCARNA17","hurdle",0.14734290726031,-1.202331,1.990955,3.193286,0.55
"1577","RBP3","hurdle",0.222195854340144,-1.630178,1.193772,2.82395,0.55
"1442","PKD2L2","hurdle",0.437322465229091,1.528265,4.667466,3.139201,0.55
"833","HTR2B","hurdle",0.238744289802579,2.87464,4.457791,1.583151,0.55
"570","EMBP1","hurdle",0.159681541374276,-2.7531455,-0.8956633,1.8574822,0.55
"377","CLEC9A","hurdle",0.23236468954729,0.950628,3.480588,2.52996,0.55
"1823","SNORA70G","hurdle",0.201373892842397,-0.768595,0.3645724,1.1331674,0.549
"1812","SMG8","hurdle",0.413741519421233,3.715991,4.482203,0.766212,0.549
"1328","NPL","hurdle",0.0309474455080849,4.449868,6.439415,1.989547,0.549
"1011","LOC100133161","hurdle",0.000305904860031553,-2.9463072,-0.8956633,2.0506439,0.549
"697","GATM","hurdle",0.749784366514067,6.649151,7.917596,1.268445,0.549
"660","FKBP7","hurdle",0.500867355594883,3.173437,5.15127,1.977833,0.549
"335","CDC42SE1","hurdle",0.0456383149495369,4.504053,7.757223,3.25317,0.549
"205","C15orf48","hurdle",0.233816658583584,-0.4648721,0.2172307,0.6821028,0.549
"32","ADCY7","hurdle",0.502840650255333,1.761269,2.36807,0.606801,0.549
"1893","STX19","hurdle",0.265636471610951,0.1948557,2.5789387,2.384083,0.548
"1300","NCSTN","hurdle",0.472127532700897,5.470227,6.670302,1.200075,0.548
"689","FUT4","hurdle",0.21496236819797,1.761269,5.60659,3.845321,0.548
"101","ARHGAP30","hurdle",0.214167607531932,-1.769509,-0.1321035,1.6374055,0.548
"1899","SUMO4","hurdle",0.160637266762818,1.362957,3.711495,2.348538,0.547
"1803","SLFN11","hurdle",0.559500006338112,3.211568,3.880196,0.668628,0.547
"1566","RASSF5","hurdle",0.29749394887852,1.307699,1.872829,0.56513,0.547
"1143","MAP3K11","hurdle",0.476853567117412,0.6181862,3.5969351,2.9787489,0.547
"858","IL16","hurdle",0.0799837044221531,1.473309,5.501041,4.027732,0.547
"587","ERMAP","hurdle",0.361112081780751,3.117683,5.570994,2.453311,0.547
"569","EMB","hurdle",0.0177798910324614,3.421342,6.464137,3.042795,0.547
"432","CTSL1","hurdle",0.218068725460313,5.525415,6.902827,1.377412,0.547
"310","CD274","hurdle",0.386809130944545,1.261469,2.776104,1.514635,0.547
"280","CASP4","hurdle",0.24500026865122,0.546556,3.951868,3.405312,0.547
"271","CAPZA2","hurdle",0.81072821465073,7.495391,8.731234,1.235843,0.547
"249","C5orf27","hurdle",0.167268754785884,-0.4211286,2.1001367,2.5212653,0.547
"147","BATF3","hurdle",0.0573866535438918,0.2768232,4.6603525,4.3835293,0.547
"127","ATP1B3","hurdle",0.469195395263343,5.976505,6.791651,0.815145999999999,0.547
"96","ARAP1","hurdle",0.544998906609592,4.064535,4.987548,0.923013,0.547
"90","APOC1P1","hurdle",0.0253520147806978,-2.865913,0.560715,3.426628,0.547
"2212","ZNF562","hurdle",0.0828652286597556,5.618416,6.81025,1.191834,0.546
"1968","TMEM104","hurdle",0.523466565046969,1.548574,3.566815,2.018241,0.546
"1497","PRKCH","hurdle",0.0166139584373859,2.433257,7.132243,4.698986,0.546
"1220","MIRLET7D","hurdle",0.0125709974417143,-0.759487,4.306517,5.066004,0.546
"1052","LOC283038","hurdle",0.0029267254934226,-1.549469,3.380245,4.929714,0.546
"849","IGFLR1","hurdle",0.250530677608508,0.3459682,3.6264391,3.2804709,0.546
"666","FLJ37035","hurdle",0.152846890318274,-0.759487,1.478972,2.238459,0.546
"563","EIF4EBP1","hurdle",0.203329500618326,-0.6376683,2.4362951,3.0739634,0.546
"530","DTX3L","hurdle",0.455172262618477,3.126921,5.227857,2.100936,0.546
"524","DOK3","hurdle",0.237226015983888,-0.1354134,1.9448584,2.0802718,0.546
"2118","VTRNA1-3","hurdle",0.277769212625507,-2.119595,-1.277534,0.842061,0.545
"1827","SNORD35A","hurdle",0.294060080550345,-2.346267,-1.074001,1.272266,0.545
"790","HIST2H2BA","hurdle",0.226657098755643,-0.5486847,0.6780719,1.2267566,0.545
"508","DLEU2","hurdle",0.30662328543022,2.890638,5.321026,2.430388,0.545
"206","C15orf5","hurdle",0.290271940048015,-0.3306697,1.0703893,1.401059,0.545
"2107","VDR","hurdle",0.375115178812884,-1.7333946,-0.4639471,1.2694475,0.544
"2055","TWSG1","hurdle",0.387025257516613,3.566023,5.446256,1.880233,0.544
"2004","TNFSF15","hurdle",0.0513391625662666,2.495448,6.117124,3.621676,0.544
"1578","RBPJ","hurdle",0.548365867938616,7.213358,8.17854,0.965182,0.544
"1304","NFATC2","hurdle",0.357210544247957,0.03130073,1.27052894,1.23922821,0.544
"1214","MIR548G","hurdle",0.0871024226158111,-0.9432102,2.4854268,3.428637,0.544
"909","KCNE3","hurdle",0.292280705486267,0.5970681,5.5286495,4.9315814,0.544
"235","C22orf45","hurdle",0.373356996906093,-0.3856623,0.4329594,0.8186217,0.544
"231","C20orf43","hurdle",0.350699271109761,6.012839,6.758723,0.745884,0.544
"130","ATP6V1B2","hurdle",0.0235284232157279,8.09012,9.573126,1.483006,0.544
"1970","TMEM107","hurdle",0.579492183755306,3.363114,4.025693,0.662579,0.543
"1841","SNX29","hurdle",0.763250507124847,4.434324,6.752046,2.317722,0.543
"1816","SNAPC1","hurdle",0.649719231437172,4.313294,5.569096,1.255802,0.543
"1735","SFT2D3","hurdle",0.0203800323328852,-1.986123,1.872829,3.858952,0.543
"1369","OSBPL11","hurdle",0.499933177933864,6.626314,7.164027,0.537713,0.543
"1060","LOC285758","hurdle",0.317857373189401,0.3710665,1.6028844,1.2318179,0.543
"196","C12orf73","hurdle",0.568731645872468,3.879057,5.646739,1.767682,0.543
"1930","TCIRG1","hurdle",0.190972292746576,-1.239838,4.301953,5.541791,0.542
"1865","SPSB1","hurdle",0.404896477033482,-0.8925486,0.7333543,1.6259029,0.542
"1840","SNRPA","hurdle",0.311142524769733,1.531979,2.141596,0.609617,0.542
"1552","RAD51B","hurdle",0.527712835732849,2.00522,2.776104,0.770884,0.542
"1223","MITF","hurdle",0.193991701797911,5.031317,6.571373,1.540056,0.542
"1187","MGAT4A","hurdle",0.831783854474284,5.635347,6.342741,0.707394,0.542
"1021","LOC100499405","hurdle",0.461614814706915,1.595472,5.065012,3.46954,0.542
"989","LINC00515","hurdle",0.249267170584729,0.919776,3.611763,2.691987,0.542
"825","HSD3B7","hurdle",0.319829387409426,0.8441183,4.716305,3.8721867,0.542
"80","AOX2P","hurdle",0.410230124658685,-1.51840911,-0.03652588,1.48188323,0.542
"1858","SPN","hurdle",0.0190920391508437,-2.7174334,0.8379432,3.5553766,0.541
"1718","SEC24C","hurdle",0.340584514323383,5.410577,6.953905,1.543328,0.541
"1469","POLD4","hurdle",0.607417634370496,2.071793,4.172927,2.101134,0.541
"983","LINC00260","hurdle",0.609803926412622,3.462305,4.283551,0.821246,0.541
"923","KIAA0226L","hurdle",0.599057596275091,3.809996,5.258802,1.448806,0.541
"721","GMEB2","hurdle",0.451464220223675,0.439895,1.921246,1.481351,0.541
"720","GMEB1","hurdle",0.645742568820277,2.261581,3.040016,0.778435,0.541
"20","ACSL4","hurdle",0.83208431237395,6.002252,7.169048,1.166796,0.541
"2179","ZNF192","hurdle",0.489800019353201,2.452981,5.495056,3.042075,0.54
"2051","TUBB","hurdle",0.205565466875528,-0.4428346,0.560715,1.0035496,0.54
"2001","TNFRSF21","hurdle",0.105246178108387,3.385354,6.623516,3.238162,0.54
"1945","THUMPD3","hurdle",0.132107906709197,4.560374,6.927482,2.367108,0.54
"1745","SH3GL1","hurdle",0.646701870931166,1.25923,2.902074,1.642844,0.54
"1644","RPL22L1","hurdle",0.450702689583367,3.524215,4.226894,0.702679,0.54
"1072","LOC401134","hurdle",0.0176426304957241,-1.239838,4.465974,5.705812,0.54
"654","FHL3","hurdle",0.249417890517071,2.280471,3.785289,1.504818,0.54
"41","AFF1","hurdle",0.302771830195386,4.326186,5.536442,1.210256,0.54
"16","ACOT9","hurdle",0.59333034633147,3.650876,4.568336,0.917460000000001,0.54
"1370","OSCAR","hurdle",0.489652235360996,-1.2023312,0.2927817,1.4951129,0.539
"906","JMJD6","hurdle",0.377638291933139,4.207539,6.488443,2.280904,0.539
"823","HPS3","hurdle",0.283087921742112,2.690006,4.613237,1.923231,0.539
"585","ERAP2","hurdle",0.330605255347619,2.517159,3.946029,1.42887,0.539
"575","ENO3","hurdle",0.485983971924819,1.481015,4.311067,2.830052,0.539
"529","DTX2","hurdle",0.367203585527366,1.157116,2.88996,1.732844,0.539
"478","DDX21","hurdle",0.782031196230871,5.970017,7.03177,1.061753,0.539
"2202","ZNF468","hurdle",0.18072578080077,2.075615,4.695576,2.619961,0.538
"1777","SLC26A2","hurdle",0.216411763474658,2.730973,4.537607,1.806634,0.538
"1444","PLA1A","hurdle",0.469889906603521,1.649466,2.436295,0.786829,0.538
"1376","P2RX7","hurdle",0.50934243395772,5.832316,6.460046,0.627730000000001,0.538
"1306","NFKBIB","hurdle",0.37764204927302,0.6930775,1.3074285,0.614351,0.538
"1296","NCK2","hurdle",0.764863565365368,2.374484,3.234578,0.860094,0.538
"1082","LOC648987","hurdle",0.176697133992399,-0.6544538,2.7892076,3.4436614,0.538
"814","HNRNPAB","hurdle",0.115834149933392,3.359983,4.920651,1.560668,0.538
"678","FOXO3","hurdle",0.241040065896274,6.275391,7.046851,0.77146,0.538
"290","CCDC69","hurdle",0.336693467909866,-0.7777608,1.8227301,2.6004909,0.538
"2140","YDJC","hurdle",0.35133280430607,-0.5330794,2.2211037,2.7541831,0.537
"1733","SFMBT2","hurdle",0.825741853040889,4.992253,7.155198,2.162945,0.537
"1449","PLCB2","hurdle",0.0910363065539813,-1.028162,3.050937,4.079099,0.537
"1313","NIPAL4","hurdle",0.160900115912325,0.4595291,4.1011878,3.6416587,0.537
"1045","LOC148696","hurdle",0.492329272408731,0.9862587,2.4692348,1.4829761,0.537
"934","KIF17","hurdle",0.0456918660841921,0.5093615,5.671718,5.1623565,0.537
"879","IRAK1","hurdle",0.165337218788347,2.734201,3.974988,1.240787,0.537
"843","IFI44L","hurdle",0.288971260808902,5.363283,7.430243,2.06696,0.537
"758","GTF3C2","hurdle",0.637107714278181,4.996627,7.121274,2.124647,0.537
"317","CD302","hurdle",0.54116781752838,-0.90253958,-0.03652588,0.8660137,0.537
"2224","ZNF708","hurdle",0.526169542336022,5.310202,8.478163,3.167961,0.536
"1729","SERTAD2","hurdle",0.399651751835887,4.083324,4.828454,0.74513,0.536
"1205","MIR3128","hurdle",0.0837646965798585,0.6830911,3.4059924,2.7229013,0.536
"252","C6orf115","hurdle",0.0766467198140343,2.441179,4.856737,2.415558,0.536
"102","ARHGAP6","hurdle",0.445887791116714,1.835278,3.480588,1.64531,0.536
"1993","TNFAIP8L3","hurdle",0.592939203588888,3.105895,4.386294,1.280399,0.535
"1650","RPL27A","hurdle",0.191902047177963,3.93973,5.446256,1.506526,0.535
"1549","RAB7L1","hurdle",0.0202799517015783,4.386406,6.463116,2.07671,0.535
"937","KIF5B","hurdle",0.594433633836786,6.678559,8.098887,1.420328,0.535
"492","DEPDC7","hurdle",0.596908908497875,3.150064,6.360408,3.210344,0.535
"256","C7orf49","hurdle",0.437677177899806,0.2180955,3.8554914,3.6373959,0.535
"181","BTF3","hurdle",0.193163171164809,5.494937,6.270996,0.776059,0.535
"2097","UTP14A","hurdle",0.107031636646462,3.03765,5.018478,1.980828,0.534
"480","DDX3X","hurdle",0.328218424457968,8.603749,9.472386,0.868637,0.534
"274","CARS2","hurdle",0.788798097069698,1.972795,3.114783,1.141988,0.534
"1941","THADA","hurdle",0.412435023260959,4.051333,4.587215,0.535882,0.533
"1933","TET2","hurdle",0.658396699675456,5.944728,6.608809,0.664081,0.533
"1160","MCM9","hurdle",0.0331925433335884,3.591162,6.161888,2.570726,0.533
"1123","LY96","hurdle",0.584329267301122,0.9310714,4.0367231,3.1056517,0.533
"1116","LRRIQ1","hurdle",0.389267920125257,1.123048,3.655352,2.532304,0.533
"673","FNBP4","hurdle",0.269337119062399,6.235233,7.451005,1.215772,0.533
"608","FAM114A1","hurdle",0.729309243713767,4.193244,5.706669,1.513425,0.533
"515","DNAJC14","hurdle",0.559152051671067,4.196758,4.76686,0.570102,0.533
"490","DENR","hurdle",0.648848874825381,4.656224,5.569096,0.912872,0.533
"264","CAHM","hurdle",0.235411903452067,-0.1772509,2.827819,3.0050699,0.533
"1132","MAD2L1","hurdle",0.487219712523917,2.546831,4.878358,2.331527,0.532
"2164","ZFP91-CNTF","hurdle",0.0347705967628322,-3.321928,1.847997,5.169925,0.531
"1992","TNFAIP8L2-SCNM1","hurdle",0.0347705967628322,-3.3219281,0.4982509,3.820179,0.531
"1959","TLR8","hurdle",0.034770596762832,-3.321928,-2.621488,0.70044,0.531
"1788","SLC35G3","hurdle",0.0347705967628322,-3.321928,-2.621488,0.70044,0.531
"1693","S100A8","hurdle",0.0347705967628331,-3.321928,-2.152003,1.169925,0.531
"1614","RNASE3","hurdle",0.0347705967628331,-3.321928,1.153805,4.475733,0.531
"1534","PWP2","hurdle",0.49998922509965,2.496399,4.441284,1.944885,0.531
"1502","PRR13","hurdle",0.389417265735968,3.43132,4.594698,1.163378,0.531
"1483","PPP1R2P9","hurdle",0.0347705967628327,-3.321928,-2.621488,0.70044,0.531
"1366","OR9I1","hurdle",0.034770596762832,-3.321928,-2.621488,0.70044,0.531
"1364","OR5F1","hurdle",0.0347705967628328,-3.321928,-2.621488,0.70044,0.531
"1293","NCF1B","hurdle",0.0347705967628322,-3.321928,-2.621488,0.70044,0.531
"1218","MIR623","hurdle",0.0347705967628322,-3.3219281,0.1375035,3.4594316,0.531
"1215","MIR548I2","hurdle",0.0347705967628325,-3.321928,-2.621488,0.70044,0.531
"1212","MIR4723","hurdle",0.0347705967628322,-3.321928,-1.514573,1.807355,0.531
"1209","MIR4257","hurdle",0.0347705967628322,-3.321928,2.638074,5.960002,0.531
