"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"1451","KIAA1244","hurdle",3.65365781951931e-05,7.12618,8.719281,1.593101,0.722
"4","ABCA2","hurdle",6.05031669609876e-07,0.7370824,2.7167022,1.9796198,0.722
"2996","TMCC3","hurdle",7.28563058422775e-10,2.88191,7.314744,4.432834,0.721
"2614","SEPT2","hurdle",9.47267042262064e-05,7.564302,8.606727,1.042425,0.721
"547","CDK18","hurdle",6.27195448518241e-08,1.135644,3.099915,1.964271,0.721
"1382","IQGAP1","hurdle",2.12113914617149e-05,6.492028,7.745329,1.253301,0.72
"187","ARPC5","hurdle",1.70532893076335e-05,5.33178,7.540954,2.209174,0.72
"2353","PTPRK","hurdle",4.77244335206492e-06,4.910527,6.555316,1.644789,0.719
"88","ALCAM","hurdle",0.000151975717823717,7.302993,8.43197,1.128977,0.719
"1000","FAM177A1","hurdle",1.26090326668369e-05,4.567751,6.088467,1.520716,0.718
"222","ATP8A1","hurdle",3.20698057566182e-05,6.797291,8.417497,1.620206,0.718
"2998","TMED10","hurdle",2.87869487454461e-05,6.495399,8.140332,1.644933,0.717
"2987","TJP2","hurdle",1.34477250592767e-06,4.41459,6.882579,2.467989,0.717
"2579","SCHIP1","hurdle",1.39458790440845e-06,4.377978,5.630737,1.252759,0.716
"2346","PTPDC1","hurdle",6.14752750612921e-08,4.07355,6.602572,2.529022,0.716
"2179","PHYHIPL","hurdle",7.75075033478468e-05,7.520406,9.049619,1.529213,0.716
"820","DLL1","hurdle",3.62316154213997e-09,0.08340288,4.76022095,4.67681807,0.716
"723","CTNNA3","hurdle",1.02053348804031e-11,1.042304,6.115003,5.072699,0.715
"3124","TSPAN15","hurdle",4.56181600394529e-09,1.744597,4.001897,2.2573,0.714
"3081","TPPP3","hurdle",1.03148956930299e-06,4.072856,6.05745,1.984594,0.714
"2669","SIK3","hurdle",0.000126082563996803,5.82082,7.326619,1.505799,0.714
"969","FADS1","hurdle",0.000118420083434934,6.19132,7.245628,1.054308,0.714
"3370","ZNF536","hurdle",1.35377862569396e-06,3.411767,6.90904,3.497273,0.713
"2989","TLE4","hurdle",1.80442105808331e-05,4.436605,6.456322,2.019717,0.713
"2661","SHC4","hurdle",3.42464342753857e-08,4.298284,7.371788,3.073504,0.712
"1535","LIMCH1","hurdle",8.58858924302277e-06,8.970411,10.474234,1.503823,0.712
"1388","ITCH","hurdle",0.000157333539524798,6.607342,8.423038,1.815696,0.712
"1284","HIP1","hurdle",1.69693341091238e-05,4.821615,6.794005,1.97239,0.712
"562","CDR2L","hurdle",5.54614569355515e-07,3.474591,5.823401,2.34881,0.712
"1866","MOB3B","hurdle",1.59036297858311e-10,3.25296,6.908408,3.655448,0.711
"1701","LRP2","hurdle",3.45588219180917e-07,3.128248,5.348076,2.219828,0.711
"819","DLG2","hurdle",3.23609951099293e-05,7.224713,8.151591,0.926877999999999,0.711
"101","AMOTL2","hurdle",1.61167088922618e-06,2.944707,6.384977,3.44027,0.711
"3350","ZNF365","hurdle",9.74178066963744e-07,5.048053,5.737772,0.689718999999999,0.71
"2303","PRKACB","hurdle",8.35887637693265e-05,8.237877,9.614216,1.376339,0.71
"2148","PDE1C","hurdle",3.00098554948944e-08,2.069416,6.021082,3.951666,0.71
"1057","FBXO32","hurdle",1.93578639915946e-06,5.022763,6.941526,1.918763,0.71
"413","C5orf4","hurdle",8.66744561959981e-06,4.748752,6.410195,1.661443,0.71
"368","C1orf122","hurdle",1.66876371454993e-05,2.303943,3.958599,1.654656,0.71
"1922","MTMR10","hurdle",6.6752123626011e-06,4.732366,6.142671,1.410305,0.709
"862","DUSP16","hurdle",6.26246170548458e-05,4.546913,6.281893,1.73498,0.709
"836","DNM3","hurdle",0.000322429310892772,7.830062,9.844202,2.01414,0.709
"139","APBB2","hurdle",9.56660177096141e-05,6.332889,7.456798,1.123909,0.709
"1943","MYO1D","hurdle",2.55167632887416e-09,1.028054,6.082317,5.054263,0.708
"1795","MEX3D","hurdle",6.26041370314877e-06,0.771706,2.745294,1.973588,0.708
"1750","MARCH1","hurdle",1.08237689452896e-05,4.441452,7.258082,2.81663,0.708
"782","DEGS1","hurdle",6.33159925264248e-05,6.077871,7.516073,1.438202,0.708
"2627","SERTAD3","hurdle",1.90283075517613e-09,0.9364138,5.0838852,4.1474714,0.707
"2567","SBDS","hurdle",5.32313238335349e-05,6.906535,8.283673,1.377138,0.707
"2216","PLEKHG3","hurdle",3.31310492188986e-08,2.814596,6.071632,3.257036,0.706
"1709","LRRC8D","hurdle",3.73772648882189e-06,3.542333,5.840728,2.298395,0.706
"1039","FAM84B","hurdle",3.22407603402579e-09,2.1908,6.500181,4.309381,0.706
"2170","PHACTR3","hurdle",7.30743712829445e-05,5.32451,7.179857,1.855347,0.705
"2140","PCSK6","hurdle",5.33573495062918e-08,1.536858,5.832757,4.295899,0.705
"989","FAM13C","hurdle",5.66854776643916e-05,5.004137,6.461932,1.457795,0.705
"895","EGLN3","hurdle",3.7163836201617e-05,5.530364,6.775758,1.245394,0.705
"3117","TSC22D4","hurdle",3.1099545381899e-07,0.4724352,2.0631396,1.5907044,0.704
"1934","MYADM","hurdle",0.000146805695568206,5.22417,6.545188,1.321018,0.703
"1324","HSD11B1","hurdle",1.71336306828245e-07,3.758431,5.866986,2.108555,0.703
"2897","SYT11","hurdle",0.00012814249867497,8.476942,9.352264,0.875322000000001,0.702
"1529","LGI3","hurdle",3.88612972119283e-06,2.155838,5.638379,3.482541,0.702
"320","C12orf34","hurdle",3.66315307990922e-08,1.308313,4.198742,2.890429,0.702
"263","BIN1","hurdle",3.22222774830064e-05,3.539824,5.57289,2.033066,0.702
"70","AGPAT4","hurdle",5.54527516771991e-05,4.60447,6.161888,1.557418,0.702
"1221","GRHPR","hurdle",8.53069055190982e-05,4.929626,6.770899,1.841273,0.701
"929","ENOPH1","hurdle",3.73918910488611e-05,5.442299,7.623747,2.181448,0.701
"534","CDC42","hurdle",0.00025895184167925,7.092466,7.971059,0.878593,0.701
"308","C11orf10","hurdle",0.000373096641494477,4.403317,5.742035,1.338718,0.701
"3254","WSB1","hurdle",0.000658862003430651,8.584638,9.494635,0.909997000000001,0.7
"2893","SYNGR2","hurdle",2.20668767297335e-07,2.290873,4.63441,2.343537,0.7
"1132","GAB2","hurdle",1.85670269890073e-05,3.402406,4.241519,0.839113,0.7
"2590","SEC14L5","hurdle",1.36508803324411e-06,3.382382,5.536544,2.154162,0.699
"2111","PALM2","hurdle",5.61906958540886e-05,5.270756,7.068015,1.797259,0.699
"1628","LOC150622","hurdle",0.000138702157357169,5.777713,7.644198,1.866485,0.699
"2493","RNF144A","hurdle",3.28715826591076e-06,3.919954,6.648329,2.728375,0.698
"1305","HNRNPH1","hurdle",0.00310213031983761,9.375098,10.095078,0.719980000000001,0.698
"794","DFNB31","hurdle",7.08296880359954e-08,0.972581,5.043013,4.070432,0.698
"722","CTNNA1","hurdle",0.000234625779060135,6.933593,8.204674,1.271081,0.698
"3230","VWA1","hurdle",7.57954531755227e-08,-0.2994704,3.2229347,3.5224051,0.697
"2895","SYPL1","hurdle",6.60378711353026e-05,6.649377,8.149052,1.499675,0.697
"2535","RRBP1","hurdle",5.27104902536035e-05,2.721138,4.27328,1.552142,0.697
"2118","PAQR4","hurdle",3.46809593345004e-09,2.666067,4.087016,1.420949,0.697
"1577","LOC100131234","hurdle",8.94300731916117e-07,2.420903,4.945351,2.524448,0.696
"3139","TTC32","hurdle",3.51978455768394e-05,3.327001,4.606629,1.279628,0.695
"1398","ITPK1","hurdle",0.000193646905875331,4.041276,5.476416,1.43514,0.695
"457","CAMK2N1","hurdle",1.39690081982356e-05,7.057463,7.796945,0.739482,0.695
"215","ATP11A","hurdle",8.37479168178483e-05,4.130017,5.987369,1.857352,0.695
"104","ANAPC5","hurdle",0.00027410749650636,7.013973,7.71746,0.703487,0.695
"2846","SRRM1","hurdle",0.000608722065699075,6.740632,7.807491,1.066859,0.694
"2038","NR4A2","hurdle",0.000121652976468354,5.936538,6.803893,0.867355000000001,0.694
"1739","MAP4K4","hurdle",0.000736619620286226,6.674182,7.816445,1.142263,0.694
"1149","GATM","hurdle",9.17847763618386e-05,6.642728,7.34705,0.704322,0.694
"641","CNDP2","hurdle",8.04960550532523e-05,6.173061,7.00527,0.832209000000001,0.694
"539","CDC42SE2","hurdle",0.00135160027377465,7.094733,8.410596,1.315863,0.694
"325","C12orf76","hurdle",5.69426855903792e-05,5.387819,7.398811,2.010992,0.694
"162","ARHGAP21","hurdle",0.000544651807203767,7.582213,8.46812,0.885907,0.694
"39","ADAMTS1","hurdle",5.34880648416235e-05,5.26621,6.838806,1.572596,0.694
"2917","TAOK1","hurdle",0.000337418434584431,7.851868,9.288247,1.436379,0.693
"2870","STK39","hurdle",5.00258780673942e-06,3.994037,6.577747,2.58371,0.693
"2333","PSME4","hurdle",0.000278968880571853,6.440975,8.163027,1.722052,0.693
"1421","KCNJ10","hurdle",7.38120766766114e-07,6.353965,7.176974,0.823009000000001,0.693
"2687","SLC25A13","hurdle",1.77915675677934e-05,4.090449,5.966877,1.876428,0.692
"2680","SLC16A1","hurdle",6.56971190629763e-05,5.084488,6.993996,1.909508,0.692
"2471","RHBDL2","hurdle",3.49817730379702e-08,0.6907926,6.0402465,5.3494539,0.692
"2117","PAPSS1","hurdle",0.000179346441577587,6.021442,8.152392,2.13095,0.692
"1254","HAPLN2","hurdle",1.18175989604244e-09,-2.284453,2.335531,4.619984,0.692
"1061","FBXO7","hurdle",0.000169534062470563,5.398797,7.102956,1.704159,0.692
"987","FAM134B","hurdle",5.53222927706529e-05,4.796404,7.63066,2.834256,0.692
"290","BTBD3","hurdle",6.84611625842052e-05,5.632327,7.00083,1.368503,0.692
"1933","MXI1","hurdle",0.000309524776394699,7.033811,8.473257,1.439446,0.691
"1785","MEIS1","hurdle",2.03702017811989e-05,4.847612,6.83049,1.982878,0.691
"1554","LMBRD1","hurdle",0.000950770213341667,6.655647,7.763789,1.108142,0.691
"905","EIF2S2","hurdle",0.000371878283052213,4.561581,5.591119,1.029538,0.691
"274","BOK","hurdle",1.85789677754973e-09,-0.3285141,4.3366592,4.6651733,0.691
"1105","FOLH1B","hurdle",1.15148602039776e-11,-3.055976,1.191696,4.247672,0.69
"3032","TMEM235","hurdle",4.84200374459566e-11,-2.097868,4.093702,6.19157,0.689
"1400","IVNS1ABP","hurdle",0.000131802210513486,5.853816,8.075521,2.221705,0.689
"1337","ICK","hurdle",4.24507070993087e-05,4.362728,7.196777,2.834049,0.689
"829","DNAJB4","hurdle",0.000193286666590255,7.287711,8.829372,1.541661,0.689
"2885","SUN2","hurdle",1.35535005244577e-06,1.336341,3.536053,2.199712,0.688
"1703","LRP6","hurdle",0.000100152915409652,6.293072,8.331483,2.038411,0.688
"343","C16orf80","hurdle",0.000520298504784626,6.363573,7.551718,1.188145,0.688
"2936","TCF12","hurdle",0.000527740731015916,6.707035,7.883093,1.176058,0.687
"2150","PDE6B","hurdle",5.76426727955003e-06,3.331069,6.067109,2.73604,0.687
"2120","PAQR8","hurdle",0.000301272141334454,5.780478,7.168553,1.388075,0.687
"756","DBI","hurdle",0.000280951449287748,6.645357,7.470134,0.824777,0.687
"683","CPM","hurdle",7.25572272668562e-05,5.497514,6.567776,1.070262,0.687
"3180","UBL3","hurdle",4.58841312560221e-05,6.195311,8.041198,1.845887,0.686
"2542","RTN4","hurdle",0.00267973114125147,9.375134,10.100621,0.725487000000001,0.686
"1991","NEK3","hurdle",1.06466641837232e-07,3.475116,7.001423,3.526307,0.686
"619","CLCA4","hurdle",2.98282246390504e-14,-1.846129,6.684213,8.530342,0.686
"18","ACER3","hurdle",0.000141268978292998,5.352657,7.490545,2.137888,0.686
"2994","TMC7","hurdle",1.26279406750512e-05,2.373223,5.549572,3.176349,0.685
"1444","KIAA0494","hurdle",0.00118944403237381,6.186436,7.15583,0.969394,0.685
"754","DAZAP2","hurdle",0.000922233150032258,7.377244,8.565433,1.188189,0.685
"439","C9orf3","hurdle",0.000122516137617547,3.713277,5.65505,1.941773,0.685
"3408","ZNF708","hurdle",0.000248148166278275,5.565693,6.944304,1.378611,0.684
"3001","TMEFF2","hurdle",0.000428467233661185,5.458595,6.473086,1.014491,0.684
"2653","SH3D19","hurdle",0.000177092771606048,4.813745,6.959636,2.145891,0.684
"1348","IFT80","hurdle",0.000214391480750245,5.602103,7.293121,1.691018,0.684
"3301","ZFR","hurdle",0.000897952383669469,7.193848,8.019122,0.825273999999999,0.683
"2969","THBS2","hurdle",3.97549907815341e-05,4.169178,6.465803,2.296625,0.683
"2795","SNX6","hurdle",0.00176942027198981,5.757988,7.491811,1.733823,0.683
"1464","KIF13A","hurdle",0.000294313959845875,3.943303,5.367518,1.424215,0.683
"118","ANKRD40","hurdle",9.14613191626316e-05,7.027781,8.127764,1.099983,0.683
"23","ACSL1","hurdle",0.000235462027554778,5.888837,7.479099,1.590262,0.683
"3399","ZNF652","hurdle",0.00192891717388653,7.200296,8.520236,1.31994,0.681
"1101","FNIP1","hurdle",0.0044228290381996,7.44575,8.779788,1.334038,0.681
"1078","FIS1","hurdle",0.000688842123890081,4.635115,6.436733,1.801618,0.681
"900","EIF1","hurdle",0.00206021767195556,8.736857,9.371937,0.63508,0.681
"1995","NEO1","hurdle",0.00056993444658721,5.602464,6.867051,1.264587,0.68
"685","CPOX","hurdle",1.05574303683092e-05,3.235702,5.857195,2.621493,0.68
"357","C18orf56","hurdle",1.25895438646191e-11,-2.873691,3.558783,6.432474,0.68
"3314","ZNF146","hurdle",0.000364202263234739,6.486697,9.036954,2.550257,0.679
"818","DLG1","hurdle",0.000908493840118867,6.49047,8.280624,1.790154,0.679
"2297","PRDM8","hurdle",2.79572224216254e-06,1.228305,5.646739,4.418434,0.678
"2101","OTUD7B","hurdle",1.30119935466188e-05,2.841737,4.360882,1.519145,0.678
"1749","MAPRE2","hurdle",0.00151189891593826,7.787842,8.724945,0.937103,0.678
"1748","MAPK8IP1","hurdle",0.000385006229100297,2.7466,4.882386,2.135786,0.678
"617","CLASP2","hurdle",0.000534515634624375,7.990998,9.133399,1.142401,0.678
"2645","SGK2","hurdle",2.99901406876011e-11,-2.6373,5.348076,7.985376,0.677
"1314","HNRPDL","hurdle",0.0029556533952086,8.61108,9.422552,0.811472,0.676
"3271","YWHAE","hurdle",0.00632063704210573,8.249151,8.76982,0.520669,0.675
"2109","PAIP2B","hurdle",1.4256750855884e-05,3.934925,7.27166,3.336735,0.675
"1784","MEGF9","hurdle",0.00139357186127779,6.969271,7.743913,0.774642,0.675
"3197","UNC5B","hurdle",2.49967871066483e-05,2.035624,4.046234,2.01061,0.674
"3042","TMEM59","hurdle",0.00132951874298087,7.340956,8.490988,1.150032,0.674
"2274","PPP1R16B","hurdle",2.74182106951996e-06,3.283874,6.450256,3.166382,0.674
"1955","NACAD","hurdle",5.19656193454106e-05,1.732344,5.090586,3.358242,0.674
"1259","HBS1L","hurdle",0.00183320861670423,6.673381,8.289145,1.615764,0.674
"776","DDX3X","hurdle",0.00243024432785943,8.523002,9.370619,0.847617,0.674
"432","C8orf46","hurdle",0.000141327135097121,5.456468,7.841986,2.385518,0.674
"3090","TRAPPC10","hurdle",2.99454333024771e-05,4.180497,6.383613,2.203116,0.673
"1717","LTN1","hurdle",0.00100204975908214,6.392436,8.295805,1.903369,0.673
"1381","IQCK","hurdle",0.000200740461018509,7.26484,8.354168,1.089328,0.673
"1376","IP6K3","hurdle",4.54761478770129e-09,-0.533048,3.472488,4.005536,0.673
"938","EPB41L3","hurdle",0.000285794189435234,6.096087,7.495813,1.399726,0.673
"1696","LPGAT1","hurdle",0.00169040963841507,6.089068,7.829522,1.740454,0.672
"1509","LAMP1","hurdle",0.000491924576464711,2.77162,4.663165,1.891545,0.672
"181","ARL6IP5","hurdle",0.000503337653900937,7.917625,8.752495,0.83487,0.672
"2013","NIPA1","hurdle",0.000110939356508596,4.885057,5.774302,0.889245,0.671
"2612","SEPT10","hurdle",0.000191084632459081,3.649546,5.582429,1.932883,0.67
"1783","MEGF10","hurdle",0.00102643102011546,5.950678,7.755907,1.805229,0.67
"291","BTG2","hurdle",0.00124141081713716,6.460871,7.115605,0.654734,0.67
"3215","UXT","hurdle",0.000651415938316332,3.815136,5.029127,1.213991,0.669
"1490","KLHL4","hurdle",2.79530446087767e-06,3.230733,6.044279,2.813546,0.669
"914","ELAVL3","hurdle",0.000439302999871901,1.944479,4.046234,2.101755,0.669
"2515","RPL30","hurdle",0.00198499494294831,5.94699,6.677182,0.730192,0.668
"2259","PPA1","hurdle",0.000924833876417669,6.70832,8.073972,1.365652,0.668
"3291","ZDHHC20","hurdle",0.000458024278175991,4.616663,7.120524,2.503861,0.667
"2556","SAMD4B","hurdle",0.000355300924952722,3.236322,5.576872,2.34055,0.667
"2991","TMBIM1","hurdle",0.000214753536968689,3.895044,4.52653,0.631486,0.666
"2836","SRCIN1","hurdle",0.00155738176236766,3.326419,4.202871,0.876452,0.666
"2808","SPATA13","hurdle",0.000658220518692626,4.888413,7.072817,2.184404,0.666
"2204","PKP4","hurdle",0.00263901638505068,5.525554,7.085451,1.559897,0.666
"1370","INPP5A","hurdle",1.37929949425165e-05,3.678118,4.849841,1.171723,0.666
"190","ARRDC3","hurdle",0.00854807063905996,9.26612,10.77303,1.50691,0.666
"2822","SPOCK1","hurdle",0.00029772197201079,7.793303,8.529924,0.736621,0.665
"2592","SEC22C","hurdle",0.00190853640395845,5.524032,6.406171,0.882139,0.665
"651","CNTNAP4","hurdle",0.00385415497311813,6.282006,7.33252,1.050514,0.665
"3142","TTL","hurdle",3.69752768689334e-05,4.893138,7.836848,2.94371,0.664
"1977","NCOA7","hurdle",0.00147691010842005,6.608719,8.027149,1.41843,0.664
"1479","KLF3","hurdle",0.00143861067134837,5.533394,6.523067,0.989673,0.664
"1250","H3F3C","hurdle",0.00926848544880443,2.882702,3.963474,1.080772,0.664
"296","BUB3","hurdle",0.00475465173619502,6.126753,7.270185,1.143432,0.664
"2492","RNF141","hurdle",0.00338390172416807,6.416909,7.767453,1.350544,0.663
"2457","REST","hurdle",0.000411377443467751,4.388613,5.936824,1.548211,0.663
"3266","YIPF6","hurdle",0.00213251108528037,5.825874,7.591827,1.765953,0.662
"2683","SLC22A15","hurdle",0.000238401013954973,3.40792,5.1127,1.70478,0.662
"2358","PVRL1","hurdle",0.000152882325745038,2.076357,5.526695,3.450338,0.662
"1806","MID1IP1","hurdle",1.89897630443971e-05,-0.7615102,1.3035885,2.0650987,0.662
"1361","IL1RAPL1","hurdle",0.00213082043428606,5.334388,6.655879,1.321491,0.662
"983","FAM125B","hurdle",4.49370948897623e-06,3.061951,5.684878,2.622927,0.662
"919","ELL2","hurdle",0.000352727711881572,7.335289,8.016486,0.681197,0.662
"579","CEP97","hurdle",0.00272009659174695,6.312016,7.716377,1.404361,0.662
"354","C17orf85","hurdle",0.000971811512409923,4.590476,6.39719,1.806714,0.662
"3340","ZNF281","hurdle",0.000897709852416098,5.215707,6.858897,1.64319,0.661
"1619","LOC100509894","hurdle",8.90558260320002e-05,2.183104,4.904104,2.721,0.661
"1506","KTN1","hurdle",0.0114202503052462,7.258445,8.009136,0.750691,0.661
"1108","FOSB","hurdle",0.000529232777878819,6.785585,7.968182,1.182597,0.661
"866","DUSP7","hurdle",0.000215428912406845,3.184582,5.209248,2.024666,0.661
"2600","SEMA3B","hurdle",3.5323456429587e-06,0.4891768,4.071293,3.5821162,0.66
"1371","INSIG1","hurdle",0.00261862951307933,5.641132,6.979628,1.338496,0.66
"1938","MYLIP","hurdle",0.00202853287978346,5.003773,6.589227,1.585454,0.659
"1732","MAN2A2","hurdle",0.00481157167984512,6.262053,7.122978,0.860925,0.659
"1258","HBP1","hurdle",0.00327099776367397,6.057231,6.955665,0.898434,0.659
"2096","OSTF1","hurdle",5.15025077143058e-05,3.503205,6.741396,3.238191,0.658
"1974","NCKAP5","hurdle",0.00129239295913906,4.881692,5.594266,0.712574,0.658
"1344","IFIT2","hurdle",0.000583769508215993,5.280106,6.66339,1.383284,0.658
"804","DICER1","hurdle",0.00445710005645784,7.137051,8.405567,1.268516,0.658
"552","CDK6","hurdle",0.000351537185252906,4.214559,7.197294,2.982735,0.658
"2974","THSD1P1","hurdle",0.00225782625357932,4.264646,5.667803,1.403157,0.657
"2354","PTTG1IP","hurdle",0.0022434059681692,5.482046,6.183466,0.70142,0.657
"1114","FRMD8","hurdle",0.00218681521998566,3.853624,4.765814,0.91219,0.657
"660","COL9A3","hurdle",2.46638715540638e-08,-1.493862,3.603197,5.097059,0.657
"91","ALKBH5","hurdle",0.00521639280488703,5.170201,5.695173,0.524972,0.657
"2667","SHROOM4","hurdle",1.77500887649892e-06,1.190417,7.031915,5.841498,0.656
"2482","RMND5A","hurdle",0.00650985572985258,6.714952,8.137908,1.422956,0.656
"2335","PTBP2","hurdle",0.00999665182846328,8.182941,9.50507,1.322129,0.656
"1939","MYLK","hurdle",0.000162174119336277,5.277096,8.017365,2.740269,0.656
"2786","SNX1","hurdle",0.000502182617850077,5.187775,6.69488,1.507105,0.655
"1338","ICOSLG","hurdle",2.41474309592164e-07,-0.2994704,3.3952071,3.6946775,0.655
"1054","FBXL5","hurdle",0.00433234041515286,6.961137,8.469727,1.50859,0.655
"787","DENND5A","hurdle",0.00935945380966818,6.048433,6.774718,0.726285,0.655
"637","CMTM5","hurdle",2.20383393276741e-07,-0.516243,3.814928,4.331171,0.655
"2601","SEMA3C","hurdle",7.95046904878994e-05,3.461925,4.296651,0.834726,0.654
"835","DNAJC6","hurdle",0.00523385496965979,6.650656,7.590252,0.939596000000001,0.653
"179","ARL4A","hurdle",0.00128372113865752,5.68709,6.467091,0.780001,0.653
"2441","RBX1","hurdle",0.010591929562978,5.880632,6.780945,0.900313,0.652
"1325","HSD17B12","hurdle",0.00824644499640908,6.037626,7.436558,1.398932,0.652
"1116","FSCN1","hurdle",9.09096022223258e-05,-0.7224368,2.545188,3.2676248,0.652
"930","ENOSF1","hurdle",0.00476256466567563,4.914599,6.448084,1.533485,0.652
"535","CDC42BPA","hurdle",0.0285972638576339,8.869812,9.67409,0.804278,0.652
"29","ACTN4","hurdle",0.000690639373412041,2.335531,2.979929,0.644398,0.652
"3198","UNC5C","hurdle",0.00145835845766678,4.241365,5.899786,1.658421,0.651
"2638","SFR1","hurdle",0.00019076573569736,3.515515,6.10566,2.590145,0.651
"2023","NKX6-2","hurdle",6.08959261471992e-09,-3.0082005,0.5281765,3.536377,0.651
"1220","GREM1","hurdle",1.23460916127902e-05,0.2449117,3.943872,3.6989603,0.651
"1158","GDE1","hurdle",0.00315253948760177,5.033325,6.825478,1.792153,0.651
"444","C9orf85","hurdle",5.49718054489572e-05,2.092881,5.264615,3.171734,0.651
"2733","SMARCA5","hurdle",0.0153599937108451,6.941645,7.945567,1.003922,0.65
"2605","SEMA6D","hurdle",0.00689779998580223,6.531394,7.607875,1.076481,0.65
"1024","FAM53B","hurdle",2.40944297916298e-05,0.1375035,3.2391086,3.1016051,0.65
"2015","NIPAL4","hurdle",7.18617765059952e-08,0.3028785,3.1606145,2.857736,0.649
"1945","MYO6","hurdle",0.00938512358698015,8.193774,9.026727,0.832953,0.649
