"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.neurons","log2fold_change","Auc"
"4860","MYCBP2","hurdle",1.74709272285971e-18,7.535144,9.010269,1.475125,0.783
"5981","PTPN5","hurdle",5.95331985336766e-26,-0.6316126,4.0083046,4.6399172,0.782
"5522","PEG10","hurdle",1.89744811894295e-17,4.110099,6.436104,2.326005,0.782
"3445","KCNQ5","hurdle",1.79523340058631e-23,2.547636,6.505384,3.957748,0.782
"3438","KCNMA1","hurdle",8.43919447969816e-18,5.643556,7.620211,1.976655,0.782
"1420","CHD3","hurdle",1.11597348993664e-20,1.258343,4.953166,3.694823,0.782
"7158","STEAP2","hurdle",6.79365001153456e-19,5.604426,7.272361,1.667935,0.781
"5175","NRXN2","hurdle",8.82395030698265e-21,0.3942789,3.4240605,3.0297816,0.781
"2844","GPR155","hurdle",2.32345505379246e-18,6.475565,7.844824,1.369259,0.781
"2786","GNB5","hurdle",5.35434755524996e-21,3.562461,6.184247,2.621786,0.781
"2144","ENC1","hurdle",2.48574409761635e-25,2.463514,7.829025,5.365511,0.781
"1804","DCTN1","hurdle",4.93440568616678e-17,5.495471,6.901843,1.406372,0.781
"368","APP","hurdle",3.27947945133897e-19,6.161364,7.334545,1.173181,0.781
"15","AASDHPPT","hurdle",5.0196832062326e-17,5.991397,7.82432,1.832923,0.781
"6569","SEZ6L","hurdle",1.6182257389716e-19,5.060317,7.302114,2.241797,0.78
"6407","RUNX1T1","hurdle",5.00791318686661e-17,5.729228,7.760541,2.031313,0.78
"5860","PRKCB","hurdle",2.88121212867146e-20,4.527792,7.297361,2.769569,0.78
"5161","NREP","hurdle",2.02080833876101e-19,5.385252,7.410563,2.025311,0.78
"4227","LPCAT4","hurdle",7.40083193692231e-20,3.062337,5.68727,2.624933,0.78
"3154","HSPA12A","hurdle",7.36949055618507e-20,4.065474,7.022546,2.957072,0.78
"2905","GRIN2A","hurdle",6.62701241343947e-20,4.587069,7.676043,3.088974,0.78
"2297","FAM153B","hurdle",1.18284893270678e-23,-0.0437502,3.7932049,3.8369551,0.78
"549","ATP6V1H","hurdle",9.49968478077016e-18,5.320616,7.103096,1.78248,0.78
"8159","ZCCHC12","hurdle",2.81465040157056e-24,0.2441754,6.4501535,6.2059781,0.779
"3631","L1CAM","hurdle",7.51575433195501e-21,1.169509,3.943928,2.774419,0.779
"2789","GNG2","hurdle",1.92934078105909e-19,5.051587,7.384963,2.333376,0.779
"2676","GAP43","hurdle",2.25010475638754e-20,3.509975,6.963501,3.453526,0.779
"2080","EFHA2","hurdle",4.75764520189671e-19,4.727001,6.055713,1.328712,0.779
"7071","SPOCK2","hurdle",1.74399416462572e-18,4.09702,5.637034,1.540014,0.778
"5802","PPME1","hurdle",6.06577274381209e-17,4.534275,6.853617,2.319342,0.778
"2813","GOT2","hurdle",4.95654785066254e-17,5.040813,6.797201,1.756388,0.778
"2256","FAIM2","hurdle",9.50498010642255e-18,5.140056,6.779165,1.639109,0.778
"228","ALDOA","hurdle",6.59191392155861e-15,8.305837,10.072394,1.766557,0.778
"6738","SLC39A10","hurdle",6.07638676900161e-17,6.982727,8.120885,1.138158,0.777
"2846","GPR162","hurdle",1.46900507202205e-24,0.3581916,4.6292899,4.2710983,0.777
"2823","GPHN","hurdle",7.28223297377894e-18,5.734692,7.122747,1.388055,0.777
"2367","FAM49A","hurdle",8.57162107939613e-18,6.346704,7.671945,1.325241,0.777
"1334","CDK14","hurdle",2.02694078689486e-19,3.561667,6.449902,2.888235,0.777
"965","C2orf80","hurdle",1.20646426655573e-20,4.359561,6.34,1.980439,0.777
"34","ABCC5","hurdle",1.40352456242223e-17,5.211073,6.647167,1.436094,0.777
"6756","SLC4A3","hurdle",7.84083907612313e-24,-0.319588,5.374933,5.694521,0.776
"4533","MIAT","hurdle",2.79691581112526e-22,7.091961,8.076657,0.984696,0.776
"3109","HOOK1","hurdle",2.18616639597467e-21,2.354166,5.592765,3.238599,0.776
"2910","GRIP1","hurdle",3.33391103663173e-22,1.98209,5.904153,3.922063,0.776
"1643","CREG2","hurdle",5.67001748528803e-21,3.887652,6.392593,2.504941,0.776
"6203","RGS7BP","hurdle",4.12797579322563e-23,2.640705,5.667688,3.026983,0.775
"5631","PKD1","hurdle",2.01301626171456e-18,2.624086,5.540958,2.916872,0.775
"1983","DPP6","hurdle",8.13071263432907e-20,4.885942,7.895007,3.009065,0.775
"1426","CHGA","hurdle",2.6083316298438e-24,-0.2622851,4.122091,4.3843761,0.775
"412","ARHGEF9","hurdle",3.69513074406604e-19,3.966474,6.006713,2.040239,0.775
"7777","TTC3","hurdle",3.32559925955937e-16,7.917329,9.174832,1.257503,0.774
"6718","SLC35A1","hurdle",1.40162168837895e-17,5.650474,7.033347,1.382873,0.774
"6491","SCN2B","hurdle",2.71233202678373e-21,2.957698,5.508182,2.550484,0.774
"5633","PKD1P1","hurdle",2.06686717816474e-16,2.520136,4.283481,1.763345,0.774
"5490","PDE4A","hurdle",2.31329888230997e-20,1.21864,4.784,3.56536,0.774
"5138","NPTN","hurdle",1.63350511027789e-18,6.00765,7.442507,1.434857,0.774
"7503","TMEM178","hurdle",5.11169847394886e-18,4.115513,6.316978,2.201465,0.773
"7016","SORBS2","hurdle",5.49295562622797e-19,5.637547,6.674163,1.036616,0.773
"5020","NETO2","hurdle",3.61315451578223e-22,3.170341,5.997089,2.826748,0.773
"3493","KIAA0513","hurdle",1.20135457848627e-21,2.388565,4.947466,2.558901,0.773
"3403","KCNC1","hurdle",7.63918195143572e-23,1.671029,5.139348,3.468319,0.773
"2644","GABRA4","hurdle",3.77521942618873e-18,5.249504,6.953939,1.704435,0.773
"7187","STRBP","hurdle",4.80354257877458e-18,5.714138,7.005333,1.291195,0.772
"3044","HINT1","hurdle",3.26771172686907e-14,6.348544,7.86792,1.519376,0.772
"1542","CNTN5","hurdle",6.24541338810337e-24,1.001872,6.062814,5.060942,0.772
"7848","UBE2QL1","hurdle",7.89116042064525e-22,2.326418,6.163502,3.837084,0.771
"7408","THOC7","hurdle",2.95083922368855e-18,3.500074,5.341915,1.841841,0.771
"6758","SLC4A8","hurdle",1.35750965041761e-18,2.330149,6.371466,4.041317,0.771
"6677","SLC25A12","hurdle",4.88691652274923e-17,6.299672,7.232346,0.932674,0.771
"6281","RNPS1","hurdle",1.58633676851138e-15,4.517603,6.321804,1.804201,0.771
"3199","IDS","hurdle",3.71722397346135e-17,6.734569,8.222052,1.487483,0.771
"2807","GOLGA8B","hurdle",5.81378815103358e-18,5.538232,6.960409,1.422177,0.771
"1263","CCND2","hurdle",3.41549520959612e-17,6.726276,8.262421,1.536145,0.771
"6757","SLC4A7","hurdle",7.70806878353685e-17,4.984814,7.098281,2.113467,0.77
"6097","RAPGEF4","hurdle",2.87029986543259e-16,4.465126,6.319048,1.853922,0.77
"5585","PI4KA","hurdle",1.5989901069308e-16,3.988478,5.986359,1.997881,0.77
"3528","KIAA1797","hurdle",1.30074122762911e-17,4.498665,6.181063,1.682398,0.77
"1888","DIRAS2","hurdle",3.15008650973282e-22,1.601727,6.085048,4.483321,0.77
"346","AP2M1","hurdle",4.16440054244586e-16,5.692201,7.562015,1.869814,0.77
"7756","TSPAN7","hurdle",2.02720077380396e-17,9.221358,10.634084,1.412726,0.769
"6994","SNRPN","hurdle",1.21379029587966e-22,1.901635,5.179408,3.277773,0.769
"5692","PLK2","hurdle",1.68474674481288e-18,5.291491,7.988732,2.697241,0.769
"1342","CDKL2","hurdle",1.07657511637681e-19,4.439019,7.076334,2.637315,0.769
"748","C11orf31","hurdle",4.42291005902541e-18,2.454996,5.109992,2.654996,0.769
"593","B4GALT6","hurdle",1.08679432113285e-18,2.790393,6.67847,3.888077,0.769
"435","ARNT2","hurdle",5.9874509625308e-16,6.656578,8.154474,1.497896,0.769
"7544","TMEM35","hurdle",1.86980086588687e-17,2.573047,5.815611,3.242564,0.768
"6775","SLC7A14","hurdle",1.39169539171393e-17,3.608502,6.527161,2.918659,0.768
"6519","SEC61A2","hurdle",3.29693237268431e-16,4.619825,6.743843,2.124018,0.768
"6456","SCAI","hurdle",1.94446486366855e-16,4.707054,6.480934,1.77388,0.768
"5582","PHTF1","hurdle",1.48502788000062e-18,3.791476,5.998812,2.207336,0.768
"5361","PACSIN1","hurdle",3.7321995260661e-22,-0.5065656,4.723175,5.2297406,0.768
"4887","MYO5A","hurdle",1.99797446152988e-18,6.747792,7.999316,1.251524,0.768
"16","ABAT","hurdle",2.84815380919674e-16,6.442017,7.957483,1.515466,0.768
"7226","SUSD4","hurdle",8.46853175362059e-23,1.986825,6.012354,4.025529,0.767
"6405","RUNDC3A","hurdle",6.03110437330336e-20,2.488769,5.307011,2.818242,0.767
"2879","GPX4","hurdle",3.49436531255596e-16,4.860047,6.676748,1.816701,0.767
"2704","GDI1","hurdle",3.57528360816684e-15,3.816294,5.491633,1.675339,0.767
"653","BEX4","hurdle",6.18200782437453e-17,7.015824,8.412985,1.397161,0.767
"7802","TUBA4A","hurdle",5.67058869291764e-18,4.184631,6.911573,2.726942,0.766
"4972","NDUFA13","hurdle",7.09940941504231e-15,5.480861,7.053634,1.572773,0.766
"4209","LOC730811","hurdle",1.98720297644068e-24,-2.294094,4.381315,6.675409,0.766
"3546","KIF3A","hurdle",1.68234792492702e-17,6.941936,8.044065,1.102129,0.766
"3514","KIAA1324","hurdle",4.27566100089654e-24,-0.3431619,5.4270585,5.7702204,0.766
"3030","HERC1","hurdle",7.03125136996369e-16,6.952412,8.348968,1.396556,0.766
"504","ATP1A1","hurdle",2.77399830322471e-15,5.581132,7.383447,1.802315,0.766
"273","ANK3","hurdle",2.85278607690739e-23,7.368161,8.0926,0.724438999999999,0.766
"5584","PHYHIP","hurdle",7.10947625971702e-26,-0.5334322,5.3031115,5.8365437,0.765
"4993","NDUFS5","hurdle",1.17799635925452e-14,5.660325,7.133611,1.473286,0.765
"3078","HK1","hurdle",1.96768740099965e-16,4.248125,6.054056,1.805931,0.765
"1400","CES4A","hurdle",1.0748309442719e-18,2.874554,5.172706,2.298152,0.765
"1324","CDH8","hurdle",8.13790406276112e-21,2.594921,6.583597,3.988676,0.765
"546","ATP6V1F","hurdle",8.32488333542139e-16,5.511373,7.345894,1.834521,0.765
"539","ATP6V1A","hurdle",2.5291385494214e-14,7.52134,9.382881,1.861541,0.765
"45","ABHD14A","hurdle",1.12751857872053e-20,0.7688374,5.0573841,4.2885467,0.765
"8021","WBSCR17","hurdle",1.0177225813401e-23,0.1117251,5.0685855,4.9568604,0.764
"8014","WASF1","hurdle",3.94213529166302e-17,4.193874,6.32373,2.129856,0.764
"7963","VDAC1","hurdle",1.63933711729865e-15,5.613447,6.966145,1.352698,0.764
"5857","PRKAR1B","hurdle",2.34943233679764e-26,-2.78136,3.166372,5.947732,0.764
"5009","NEGR1","hurdle",2.64115788411917e-17,4.183084,6.997684,2.8146,0.764
"3510","KIAA1217","hurdle",8.09509448678128e-17,5.50086,7.607449,2.106589,0.764
"3115","HPCAL4","hurdle",4.88425215546319e-21,2.49709,6.11348,3.61639,0.764
"3098","HN1","hurdle",1.93141004864274e-18,3.880673,6.207085,2.326412,0.764
"2892","GRIA2","hurdle",1.17885394917247e-16,8.316984,9.682433,1.365449,0.764
"2616","FSTL5","hurdle",3.32522096984532e-19,4.262839,7.358431,3.095592,0.764
"1325","CDH9","hurdle",2.0440823450406e-19,3.838074,6.909376,3.071302,0.764
"4805","MSH2","hurdle",9.4696759706441e-16,5.275858,6.384838,1.10898,0.763
"3015","HDGFRP3","hurdle",4.00407327460791e-16,4.738277,6.801453,2.063176,0.763
"1968","DOCK3","hurdle",2.05078148483938e-15,5.403958,6.96685,1.562892,0.763
"1670","CSMD1","hurdle",6.29635807966154e-17,5.327398,7.484806,2.157408,0.763
"6202","RGS7","hurdle",8.36907127345066e-18,2.737996,5.979394,3.241398,0.762
"4688","MLF2","hurdle",4.85525784536923e-16,4.376348,6.044244,1.667896,0.762
"2419","FARSB","hurdle",1.79957719943701e-16,5.648421,6.681692,1.033271,0.762
"497","ATL1","hurdle",1.11680099151312e-14,5.595928,7.237391,1.641463,0.762
"7676","TRAPPC6B","hurdle",3.41685304186872e-17,5.535811,6.849039,1.313228,0.761
"6780","SLC7A8","hurdle",1.23573320431986e-19,1.941204,5.236902,3.295698,0.761
"6392","RTF1","hurdle",4.19556429389752e-15,4.951292,6.489171,1.537879,0.761
"6286","ROCK2","hurdle",3.24393741043744e-16,5.586601,7.13314,1.546539,0.761
"4988","NDUFB8","hurdle",2.48281120113405e-14,6.169066,7.489165,1.320099,0.761
"4761","MRPL20","hurdle",2.54079677914136e-15,4.267224,5.908193,1.640969,0.761
"4376","MAP1A","hurdle",5.96425551445379e-16,7.257657,8.299526,1.041869,0.761
"2162","EPB41L1","hurdle",7.12911102437445e-15,5.002165,7.020002,2.017837,0.761
"532","ATP6V0A1","hurdle",2.03286349413087e-15,5.821737,7.279183,1.457446,0.761
"7716","TRO","hurdle",1.37131583717377e-16,4.97472,6.517216,1.542496,0.76
"7176","STMN1","hurdle",9.92384900097353e-17,9.159714,10.376342,1.216628,0.76
"6690","SLC25A4","hurdle",4.96795566155555e-15,5.413881,7.525004,2.111123,0.76
"6093","RAP1GAP","hurdle",2.62237936077602e-18,2.087242,4.842749,2.755507,0.76
"3629","KSR2","hurdle",1.52950023185535e-21,-0.1645483,4.771555,4.9361033,0.76
"2633","FZD3","hurdle",5.91344361912672e-15,5.407715,6.651775,1.24406,0.76
"2190","ERBB4","hurdle",5.45159156713204e-14,7.29112,9.440411,2.149291,0.76
"1947","DNAJC5","hurdle",4.45298642440723e-18,2.253636,5.013735,2.760099,0.76
"294","ANKRD26","hurdle",2.14312819746596e-16,6.556521,7.55974,1.003219,0.76
"5817","PPP2R1A","hurdle",6.95417913533717e-15,5.759633,7.345285,1.585652,0.759
"4968","NDUFA1","hurdle",2.03152818660549e-14,5.773058,7.293716,1.520658,0.759
"3871","LOC100505576","hurdle",4.80113017340451e-18,2.53476,5.690686,3.155926,0.759
"1905","DLGAP2","hurdle",6.49219714131873e-22,1.015839,5.888994,4.873155,0.759
"6583","SGSM1","hurdle",5.45235886338158e-22,1.065921,5.370148,4.304227,0.758
"5622","PITHD1","hurdle",1.95552141949035e-15,4.500322,5.913867,1.413545,0.758
"3358","JAKMIP1","hurdle",1.57710768509886e-17,2.044735,4.182171,2.137436,0.758
"2280","FAM126B","hurdle",2.96896527279703e-15,5.30932,6.675025,1.365705,0.758
"6605","SHC3","hurdle",8.81187583767498e-18,3.234454,5.425009,2.190555,0.757
"6222","RIMS3","hurdle",2.14599901777805e-22,-0.8848111,5.7101702,6.5949813,0.757
"4963","NDRG3","hurdle",4.04376836283554e-17,4.993369,7.034692,2.041323,0.757
"2269","FAM110B","hurdle",2.77119592677262e-15,5.97317,7.836754,1.863584,0.757
"7685","TRIM23","hurdle",1.15902693710462e-14,4.917903,6.673192,1.755289,0.756
"3189","ICA1","hurdle",1.12353227355276e-18,2.324549,5.56442,3.239871,0.756
"2912","GRIPAP1","hurdle",7.70783493174823e-15,4.552355,5.765879,1.213524,0.756
"2897","GRIK1","hurdle",1.73235742831745e-16,4.227769,7.065933,2.838164,0.756
"2426","FAXC","hurdle",9.05353313831083e-20,2.411638,6.176807,3.765169,0.756
"2312","FAM169A","hurdle",1.04380831896338e-14,4.842195,6.379954,1.537759,0.756
"1756","CYP4X1","hurdle",3.3117549279468e-23,-0.7526643,5.5968669,6.3495312,0.756
"776","C12orf53","hurdle",8.15364035792978e-19,2.024154,5.307011,3.282857,0.756
"6812","SMARCA2","hurdle",7.64706860080612e-16,7.145016,8.393991,1.248975,0.755
"6410","RUSC2","hurdle",3.44116754243377e-17,2.320803,4.91644,2.595637,0.755
"5842","PRDX5","hurdle",4.41094209924362e-15,4.839253,6.259344,1.420091,0.755
"5510","PDXP","hurdle",3.22299742634477e-19,1.334613,5.156124,3.821511,0.755
"5431","PCDH8","hurdle",5.71991833535418e-19,2.507012,6.160118,3.653106,0.755
"5392","PAR1","hurdle",1.02879553843659e-20,2.652673,6.239367,3.586694,0.755
"2999","HCFC1R1","hurdle",1.65984649522315e-19,0.1628294,2.810655,2.6478256,0.755
"1862","DGKB","hurdle",8.58240402851421e-19,3.15675,6.962618,3.805868,0.755
"5261","ODZ3","hurdle",1.79791336721448e-20,-0.01506745,5.16320986,5.17827731,0.754
"4837","MTUS2","hurdle",7.44900691673113e-21,1.011198,5.614732,4.603534,0.754
"4338","MADD","hurdle",1.99927139860672e-15,3.741222,6.656804,2.915582,0.754
"3012","HDAC9","hurdle",1.90248530873385e-16,4.318833,6.438392,2.119559,0.754
"2919","GRM5","hurdle",3.99830376987033e-16,4.905453,7.003875,2.098422,0.754
"1614","COX7C","hurdle",1.00434984213107e-13,5.679279,7.012857,1.333578,0.754
"1530","CNNM1","hurdle",7.85181729812098e-21,2.350497,5.653756,3.303259,0.754
"1132","CAMK2N1","hurdle",2.97127305615738e-14,6.428268,7.7443,1.316032,0.754
"551","ATP8A2","hurdle",4.16153209201966e-19,1.308374,5.332927,4.024553,0.754
"513","ATP2B3","hurdle",8.23594232377739e-23,-1.501252,4.455973,5.957225,0.754
"6568","SEZ6","hurdle",1.04879568139891e-21,1.775967,5.830976,4.055009,0.753
"6563","SETBP1","hurdle",1.38325423612525e-18,3.386417,5.895484,2.509067,0.753
"2699","GDAP1","hurdle",1.20551958716838e-15,7.016403,8.470623,1.45422,0.753
"1470","CISD1","hurdle",2.68803186646927e-15,5.012069,6.498823,1.486754,0.753
"1140","CAMSAP2","hurdle",2.99120234269812e-15,6.4686,7.799175,1.330575,0.753
"8000","VSTM2A","hurdle",3.28886331699778e-22,0.06771023,5.17362183,5.1059116,0.752
"7912","UQCRC1","hurdle",6.05745830930441e-16,6.299077,7.311851,1.012774,0.752
"6397","RTN3","hurdle",1.48390162311691e-14,8.00848,9.400555,1.392075,0.752
"2682","GAS7","hurdle",5.98747204762756e-15,5.092798,7.048734,1.955936,0.752
"2163","EPB41L3","hurdle",4.12340768607882e-15,5.659027,6.930024,1.270997,0.752
"2067","EDF1","hurdle",2.410189482203e-14,4.770554,6.230154,1.4596,0.752
"1120","CALM1","hurdle",8.23151834719142e-12,9.256399,10.693202,1.436803,0.752
"1092","CACNA1D","hurdle",8.61761613149888e-17,2.875831,5.718142,2.842311,0.752
"7619","TOMM20","hurdle",2.14205004023249e-13,5.743287,7.137683,1.394396,0.751
"7413","THSD7A","hurdle",7.16796474985939e-15,5.700332,7.784315,2.083983,0.751
"7339","TCEAL3","hurdle",2.06312186954426e-16,2.643706,4.321983,1.678277,0.751
"7250","SYNJ1","hurdle",4.75367699804702e-14,5.93448,7.452287,1.517807,0.751
"2495","FGF14-IT1","hurdle",2.01920298230624e-17,2.666019,4.267559,1.60154,0.751
"2068","EEF1A2","hurdle",1.26016814437945e-22,-2.121109,2.925275,5.046384,0.751
"1403","CFDP1","hurdle",1.24851173130043e-15,5.168727,6.172538,1.003811,0.751
"1355","CDS2","hurdle",1.31683997402325e-14,6.762449,8.083778,1.321329,0.751
"1111","CADM3","hurdle",1.05819151463532e-15,2.81988,5.139036,2.319156,0.751
"1105","CACNG3","hurdle",1.54721805419804e-23,0.774325,6.065777,5.291452,0.751
"913","C1orf96","hurdle",2.74957358556178e-14,5.658471,7.431448,1.772977,0.751
"7965","VDAC3","hurdle",4.35461613797087e-17,7.283864,8.336587,1.052723,0.75
"7343","TCEAL7","hurdle",2.66765566483099e-16,6.343362,7.413085,1.069723,0.75
"7179","STMN4","hurdle",1.57999088014561e-15,3.414803,4.619915,1.205112,0.75
"5209","NUDCD3","hurdle",6.79503673334947e-15,4.948564,6.621783,1.673219,0.75
"3652","LARP1","hurdle",4.64856790972675e-14,6.732632,7.775395,1.042763,0.75
"529","ATP6AP1","hurdle",3.82601131311629e-16,3.986706,5.220159,1.233453,0.75
"7800","TUB","hurdle",1.32360956780445e-15,6.261961,8.015238,1.753277,0.749
"4405","MAPK9","hurdle",2.42827739019858e-15,5.050456,6.184096,1.13364,0.749
"3917","LOC100506548","hurdle",2.42987848461841e-17,4.461304,6.96147,2.500166,0.749
"2346","FAM216A","hurdle",3.52314281189247e-16,3.619215,5.588652,1.969437,0.749
"1471","CISD2","hurdle",4.80452132154592e-15,4.092634,5.78438,1.691746,0.749
"779","C12orf68","hurdle",6.64154430703532e-17,3.095596,5.595729,2.500133,0.749
"7748","TSPAN13","hurdle",9.48107765229604e-17,4.364118,5.814045,1.449927,0.748
"7275","TACC2","hurdle",2.86254353683702e-15,3.421813,5.750005,2.328192,0.748
"6408","RUSC1","hurdle",7.51042060247606e-18,4.195409,5.929491,1.734082,0.748
"5482","PDCD5","hurdle",4.07331267956336e-13,3.877489,5.522388,1.644899,0.748
"4731","MPHOSPH8","hurdle",4.21623917628199e-15,6.63053,7.601507,0.970977,0.748
"4189","LOC728730","hurdle",7.41547629580836e-18,0.8748097,4.1415651,3.2667554,0.748
"3763","LNX1","hurdle",5.53990517403305e-19,2.411638,5.444361,3.032723,0.748
"3758","LMTK2","hurdle",7.59619062391439e-15,4.745279,6.611909,1.86663,0.748
"3615","KRT222","hurdle",6.38583876231817e-21,0.6722049,5.981138,5.3089331,0.748
"711","BTBD11","hurdle",4.13015246894212e-23,2.221857,6.336733,4.114876,0.748
"560","ATRX","hurdle",8.57747151622981e-13,8.477401,9.538849,1.061448,0.748
"540","ATP6V1B2","hurdle",4.44459986184648e-13,7.419134,8.818255,1.399121,0.748
"521","ATP5H","hurdle",4.74959967753437e-13,5.081222,6.412769,1.331547,0.748
"7762","TSPYL4","hurdle",1.57837970409373e-13,4.130032,5.81776,1.687728,0.747
"7084","SPTBN2","hurdle",7.28265393850505e-23,-2.544321,3.083051,5.627372,0.747
"4868","MYH10","hurdle",9.48126663689329e-14,6.122361,7.436416,1.314055,0.747
"4416","MARK1","hurdle",3.94394022482272e-16,3.505033,6.532048,3.027015,0.747
"3418","KCNIP2","hurdle",3.53291981797616e-20,1.226669,5.025955,3.799286,0.747
"8199","ZFR2","hurdle",2.73970013834516e-20,1.214609,3.393995,2.179386,0.746
"6128","RBFOX3","hurdle",5.35893196482471e-22,0.5302264,3.2217236,2.6914972,0.746
"6049","RAB3B","hurdle",1.25236221691012e-20,1.745559,6.541655,4.796096,0.746
"5487","PDE1B","hurdle",1.98402741289672e-22,-0.8848111,4.4126781,5.2974892,0.746
"5315","ORC4","hurdle",3.92437941321256e-14,5.339017,7.061653,1.722636,0.746
"4975","NDUFA4","hurdle",1.79997384067814e-09,6.883151,8.288051,1.4049,0.746
"4974","NDUFA3","hurdle",8.27613621822854e-15,3.972454,5.146828,1.174374,0.746
"4904","MZT2B","hurdle",6.71057738659142e-14,0.1711735,2.0002753,1.8291018,0.746
"4787","MRPS21","hurdle",1.52175314163808e-13,5.216122,6.78387,1.567748,0.746
"4240","LRFN5","hurdle",7.52614903406115e-19,2.721046,5.144028,2.422982,0.746
"4183","LOC728392","hurdle",6.23741981991848e-15,1.720193,4.088823,2.36863,0.746
"1610","COX6C","hurdle",1.75691234804489e-11,6.521055,7.776953,1.255898,0.746
"974","C3orf26","hurdle",5.21128352926988e-15,2.642206,4.864838,2.222632,0.746
"100","ACYP1","hurdle",9.0639532118876e-18,4.191312,5.064313,0.873001,0.746
"8120","YLPM1","hurdle",2.13760273595824e-13,5.262498,6.875729,1.613231,0.745
"1278","CCT8","hurdle",2.68815488192245e-13,5.679279,7.08106,1.401781,0.745
"1091","CACNA1C","hurdle",4.21308782134017e-16,1.933867,4.819926,2.886059,0.745
"378","ARF5","hurdle",4.12331352153588e-17,2.837026,5.292192,2.455166,0.745
"98","ACVR2A","hurdle",2.87888083997327e-13,5.600762,7.033011,1.432249,0.745
"7382","TERF2IP","hurdle",1.90345888670673e-13,6.600917,7.772729,1.171812,0.744
"5181","NSFP1","hurdle",3.30852092012583e-16,1.745559,4.50869,2.763131,0.744
"4728","MORN4","hurdle",2.74730547654793e-18,2.24773,5.273237,3.025507,0.744
